baseline_m,c_scale,candidate_remove,e_vis2_corrected,highlighted,large_raw_residual,large_sigma_residual,mjd,model_vis2,night,oifits_flag,period,point_id,raw_residual,sequence,spatial_frequency_rad_inv,standardized_residual,star,telescope_pair,vis2_corrected,wavelength_index,wavelength_um
69.63067529897202,0.9790709664218888,False,0.005146953021891346,False,False,False,59636.11757510623,0.7815085224396164,2022-02-25,False,106,0,0.011261648011856473,bright,45421182.81094508,2.188022304450365,ksi_Gem,1-2,0.7927701704514729,0,1.5330000451285741
69.63067529897202,0.9790709664218888,False,0.0017672878730083002,False,False,True,59636.11757510623,0.7933409904150333,2022-02-25,False,106,1,0.020721046480397298,bright,44042173.08033149,11.724771496975004,ksi_Gem,1-2,0.8140620368954306,1,1.580999992256693
69.63067529897202,0.9790709664218888,False,0.003494241658835197,False,False,True,59636.11757510623,0.8042729900244987,2022-02-25,False,106,2,0.02131277902604234,bright,42744427.888554156,6.099400415581714,ksi_Gem,1-2,0.825585769050541,2,1.6290000530716497
69.63067529897202,0.9790709664218888,False,0.004065579463263869,False,False,True,59636.11757510623,0.8143895707248506,2022-02-25,False,106,3,0.035409496289540265,bright,41520975.12860908,8.709581649921395,ksi_Gem,1-2,0.8497990670143909,3,1.6770000001997687
69.63067529897202,0.9790709664218888,False,0.005481245908161766,False,False,True,59636.11757510623,0.8237666132488003,2022-02-25,False,106,4,0.02609129018890488,bright,40365610.101515345,4.760102105627854,ksi_Gem,1-2,0.8498579034377052,4,1.7249999473278876
69.63067529897202,0.9790709664218888,False,0.005648420747823162,False,False,True,59636.11757510623,0.8324718241916989,2022-02-25,False,106,5,0.0352663693246037,bright,39272800.32666651,6.243580444710136,ksi_Gem,1-2,0.8677381935163025,5,1.7730000081428443
,0.9790709664218888,True,,False,False,False,,,unknown,True,106,6,,bright,,,ksi_Gem,1-3,,0,1.5330000451285741
,0.9790709664218888,True,,False,False,False,,,unknown,True,106,7,,bright,,,ksi_Gem,1-3,,1,1.580999992256693
,0.9790709664218888,True,,False,False,False,,,unknown,True,106,8,,bright,,,ksi_Gem,1-3,,2,1.6290000530716497
,0.9790709664218888,True,,False,False,False,,,unknown,True,106,9,,bright,,,ksi_Gem,1-3,,3,1.6770000001997687
,0.9790709664218888,True,,False,False,False,,,unknown,True,106,10,,bright,,,ksi_Gem,1-3,,4,1.7249999473278876
,0.9790709664218888,True,,False,False,False,,,unknown,True,106,11,,bright,,,ksi_Gem,1-3,,5,1.7730000081428443
124.65087494184473,0.9790709664218888,False,0.0022070827419201616,False,False,True,59636.11757510623,0.43619980969397815,2022-02-25,False,106,12,0.018372764031431343,bright,81311722.94348507,8.324456388729242,ksi_Gem,1-4,0.4545725737254095,0,1.5330000451285741
124.65087494184473,0.9790709664218888,False,0.0036268588423031124,False,False,True,59636.11757510623,0.4600147874509678,2022-02-25,False,106,13,0.03514409505120536,bright,78843058.54038629,9.68995391860586,ksi_Gem,1-4,0.49515888250217316,1,1.580999992256693
124.65087494184473,0.9790709664218888,False,0.005571769424475612,False,False,True,59636.11757510623,0.48267337227971296,2022-02-25,False,106,14,0.02242872378390348,bright,76519871.62726146,4.0254221011693,ksi_Gem,1-4,0.5051020960636164,2,1.6290000530716497
124.65087494184473,0.9790709664218888,False,0.008509841915198607,False,False,False,59636.11757510623,0.5042073793708948,2022-02-25,False,106,15,0.022053979499569665,bright,74329680.93440428,2.591585098682172,ksi_Gem,1-4,0.5262613588704644,3,1.6770000001997687
124.65087494184473,0.9790709664218888,False,0.009991091592927494,False,False,True,59636.11757510623,0.5246560027633141,2022-02-25,False,106,16,0.03394187849002028,bright,72261378.98435026,3.3972142257255555,ksi_Gem,1-4,0.5585978812533344,4,1.7249999473278876
124.65087494184473,0.9790709664218888,False,0.0071723097580187346,False,False,True,59636.11757510623,0.5440630834593237,2022-02-25,False,106,17,0.02848695967403303,bright,70305061.68604714,3.971797180424931,ksi_Gem,1-4,0.5725500431333568,5,1.7730000081428443
,0.9790709664218888,True,,False,False,False,,,unknown,True,106,18,,bright,,,ksi_Gem,2-3,,0,1.5330000451285741
,0.9790709664218888,True,,False,False,False,,,unknown,True,106,19,,bright,,,ksi_Gem,2-3,,1,1.580999992256693
,0.9790709664218888,True,,False,False,False,,,unknown,True,106,20,,bright,,,ksi_Gem,2-3,,2,1.6290000530716497
,0.9790709664218888,True,,False,False,False,,,unknown,True,106,21,,bright,,,ksi_Gem,2-3,,3,1.6770000001997687
,0.9790709664218888,True,,False,False,False,,,unknown,True,106,22,,bright,,,ksi_Gem,2-3,,4,1.7249999473278876
,0.9790709664218888,True,,False,False,False,,,unknown,True,106,23,,bright,,,ksi_Gem,2-3,,5,1.7730000081428443
85.7655024533567,0.9790709664218888,False,0.005267717087734821,False,False,False,59636.11757510623,0.6851684260825699,2022-02-25,False,106,24,-0.008250484741500919,bright,55946183.90644827,-1.566235354725309,ksi_Gem,2-4,0.676917941341069,0,1.5330000451285741
85.7655024533567,0.9790709664218888,False,0.0039952493765503016,False,False,False,59636.11757510623,0.7013157692252254,2022-02-25,False,106,25,-0.0007801151107993398,bright,54247629.90095683,-0.19526068019136525,ksi_Gem,2-4,0.7005356541144261,1,1.580999992256693
