bad_vis2_frac,bootstrap_i,error_message,filename,flagged_frac,median_vis2,n_finite,n_flagged,n_good,n_total,read_status,std_vis2,target_name
0.0,82,,2019-11-25_CAL_HD61574_oidataCalibrated_82.fits,0.0,0.95360099079133,36,0,36,36,OK,0.024416800103081247,2019-11-25_CAL_HD61574
0.0,82,,2019-11-25_CAL_HD65187_oidataCalibrated_82.fits,0.0,1.001514553730631,36,0,36,36,OK,0.054316001282543123,2019-11-25_CAL_HD65187
0.0,82,,2019-11-25_CAL_HR3069_oidataCalibrated_82.fits,0.0,0.9652706953723931,36,0,36,36,OK,0.04226550623366948,2019-11-25_CAL_HR3069
0.0,82,,2019-11-25_SCI_HR2998_oidataCalibrated_82.fits,0.0,0.9690661392212379,72,0,72,72,OK,0.08963295406048408,HR2998
0.0,82,,2019-11-26_CAL_HD65491_oidataCalibrated_82.fits,0.0,0.992210781975851,36,0,36,36,OK,0.04004611592913067,2019-11-26_CAL_HD65491
0.0,82,,2019-11-26_CAL_HD66162_oidataCalibrated_82.fits,0.0,0.9357839994461574,36,0,36,36,OK,0.04277640583205113,2019-11-26_CAL_HD66162
0.0,82,,2019-11-26_CAL_HR3069_oidataCalibrated_82.fits,0.0,0.9444818238794048,36,0,36,36,OK,0.029186245876088247,2019-11-26_CAL_HR3069
0.0,82,,2019-11-26_SCI_HR2998_oidataCalibrated_82.fits,0.0,0.8977787410669444,72,0,72,72,OK,0.10802277941725229,HR2998
0.0,82,,2019-11-27_CAL_HD222919_oidataCalibrated_82.fits,0.0,0.8859353912349959,36,0,36,36,OK,0.04304239958469201,2019-11-27_CAL_HD222919
0.0,82,,2019-11-27_CAL_HD223292_oidataCalibrated_82.fits,0.0,0.9155358293338319,36,0,36,36,OK,0.039937705779025987,2019-11-27_CAL_HD223292
0.0,82,,2019-11-27_CAL_HD323_oidataCalibrated_82.fits,0.0,0.9092351907938659,36,0,36,36,OK,0.03626185426384378,2019-11-27_CAL_HD323
0.0,82,,2019-11-27_CAL_HD68_oidataCalibrated_82.fits,0.0,0.8931679577697378,36,0,36,36,OK,0.04764965175954984,2019-11-27_CAL_HD68
0.0,82,,2019-11-27_CAL_HR67_oidataCalibrated_82.fits,0.0,0.9023147539286811,36,0,36,36,OK,0.03685568830553015,2019-11-27_CAL_HR67
0.0,82,,2019-11-27_CAL_HR8809_oidataCalibrated_82.fits,0.0,0.9186188011728506,36,0,36,36,OK,0.04043875157688916,2019-11-27_CAL_HR8809
0.0,82,,2019-11-27_SCI_IOT_PSC_oidataCalibrated_82.fits,0.0,0.8246073465741848,72,0,72,72,OK,0.11021994419385171,IOT_PSC
0.0,82,,2019-11-27_SCI_zet_Tuc_oidataCalibrated_82.fits,0.0,0.7998414911570477,72,0,72,72,OK,0.09790040287438843,zet_Tuc
0.0,82,,2019-11-28_CAL_HD30507_oidataCalibrated_82.fits,0.0,0.812818882065913,36,0,36,36,OK,0.07169555538279128,2019-11-28_CAL_HD30507
0.0,82,,2019-11-28_CAL_HD30519_oidataCalibrated_82.fits,0.0,0.8404741728417384,36,0,36,36,OK,0.04129458053576067,2019-11-28_CAL_HD30519
0.0,82,,2019-11-28_CAL_HR1618_oidataCalibrated_82.fits,0.0,0.7306342391480068,36,0,36,36,OK,0.10657041799560267,2019-11-28_CAL_HR1618
0.0,82,,2019-11-28_SCI_pi3_Ori_oidataCalibrated_82.fits,0.0,0.6567952698673813,72,0,72,72,OK,0.144768048693038,pi3_Ori
0.0,82,,2019-11-29_CAL_HD220757_oidataCalibrated_82.fits,0.0,0.9026024433465264,36,0,36,36,OK,0.041058366968743445,2019-11-29_CAL_HD220757
0.0,82,,2019-11-29_CAL_HD43_oidataCalibrated_82.fits,0.0,0.8947186329014418,36,0,36,36,OK,0.03160093314100697,2019-11-29_CAL_HD43
0.0,82,,2019-11-29_CAL_HD68_oidataCalibrated_82.fits,0.0,0.9291966214100155,36,0,36,36,OK,0.054383584354866656,2019-11-29_CAL_HD68
0.0,82,,2019-11-29_CAL_HD8025_oidataCalibrated_82.fits,0.0,0.9309364724900927,36,0,36,36,OK,0.03725676280391323,2019-11-29_CAL_HD8025
0.0,82,,2019-11-29_CAL_HR1534_oidataCalibrated_82.fits,0.0,0.7637422278208406,36,0,36,36,OK,0.0976056951194003,2019-11-29_CAL_HR1534
0.0,82,,2019-11-29_CAL_HR1618_oidataCalibrated_82.fits,0.0,0.6864965739899649,36,0,36,36,OK,0.12285569803511609,2019-11-29_CAL_HR1618
0.0,82,,2019-11-29_CAL_HR1681_oidataCalibrated_82.fits,0.0,0.8023216773552828,36,0,36,36,OK,0.07880978277937789,2019-11-29_CAL_HR1681
0.0,82,,2019-11-29_CAL_HR67_oidataCalibrated_82.fits,0.0,0.8917869044115503,36,0,36,36,OK,0.050737477521450886,2019-11-29_CAL_HR67
0.0,82,,2019-11-29_SCI_IOT_PSC_oidataCalibrated_82.fits,0.0,0.8143026829851948,36,0,36,36,OK,0.10415319062437457,IOT_PSC
0.0,82,,2019-11-29_SCI_pi3_Ori_oidataCalibrated_82.fits,0.0,0.6195024269761437,72,0,72,72,OK,0.16258492743129863,pi3_Ori
0.0,82,,2019-11-29_SCI_zet_Tuc_oidataCalibrated_82.fits,0.0,0.8274367981308073,72,0,72,72,OK,0.11205000768324958,zet_Tuc
0.0,82,,2021-02-17_CAL_HD65181_oidataCalibrated_82.fits,0.0,0.8813077272592531,36,0,36,36,OK,0.09446275326611327,2021-02-17_CAL_HD65181
0.0,82,,2021-02-17_CAL_HD70942_oidataCalibrated_82.fits,0.0,0.8962181442879965,36,0,36,36,OK,0.05282157267450473,2021-02-17_CAL_HD70942
0.0,82,,2021-02-17_CAL_HR3317_oidataCalibrated_82.fits,0.0,0.8424616787330078,36,0,36,36,OK,0.09218748373404735,2021-02-17_CAL_HR3317
0.0,82,,2021-02-17_SCI_rho_Pup_oidataCalibrated_82.fits,0.0,0.5862365998249304,72,0,72,72,OK,0.22443065761406397,rho_Pup
0.0,82,,2021-02-18_CAL_HD38295_oidataCalibrated_82.fits,0.0,0.9978064036733139,36,0,36,36,OK,0.051527342680190866,2021-02-18_CAL_HD38295
0.0,82,,2021-02-18_CAL_HD42747_oidataCalibrated_82.fits,0.0,0.8000171971583265,36,0,36,36,OK,0.036290844783503605,2021-02-18_CAL_HD42747
0.0,82,,2021-02-18_CAL_HD59936_oidataCalibrated_82.fits,0.0,0.7312746124470852,36,0,36,36,OK,0.09176322544715834,2021-02-18_CAL_HD59936
0.0,82,,2021-02-18_CAL_HD__63734_oidataCalibrated_82.fits,0.0,0.9435224916950823,36,0,36,36,OK,0.0962168160649763,2021-02-18_CAL_HD__63734
0.0,82,,2021-02-18_CAL_HR2090_oidataCalibrated_82.fits,0.0,0.9050672146399774,36,0,36,36,OK,0.07818913403114784,2021-02-18_CAL_HR2090
0.0,82,,2021-02-18_CAL_HR3317_oidataCalibrated_82.fits,0.0,0.8058803629376694,36,0,36,36,OK,0.08021184837428334,2021-02-18_CAL_HR3317
0.0,82,,2021-02-18_SCI_gam_Lep_oidataCalibrated_82.fits,0.0,0.7592414498396678,72,0,72,72,OK,0.12029077231888027,gam_Lep
0.0,82,,2021-02-18_SCI_rho_Pup_oidataCalibrated_82.fits,0.0,0.48120978858060137,72,0,72,72,OK,0.18487846636308558,rho_Pup
0.0,82,,2021-02-26_CAL_27_Mon_oidataCalibrated_82.fits,0.0,0.7330830691202307,36,0,36,36,OK,0.16309272246576664,2021-02-26_CAL_27_Mon
0.0,82,,2021-02-26_CAL_HD63241_oidataCalibrated_82.fits,0.0,0.8150914107039084,36,0,36,36,OK,0.11633130172957135,2021-02-26_CAL_HD63241
0.0,82,,2021-02-26_CAL_HR2729_oidataCalibrated_82.fits,0.027777777777777776,0.8525619547201821,35,1,35,36,OK,0.10913778549730621,2021-02-26_CAL_HR2729
0.0,82,,2021-02-26_SCI_alf_CMi_oidataCalibrated_82.fits,0.0,0.03007706882186313,72,0,72,72,OK,0.1461898622991476,alf_CMi
0.0,82,,2021-03-05_CAL_HD76437_oidataCalibrated_82.fits,0.0,0.9076871081211595,36,0,36,36,OK,0.03911780814730507,2021-03-05_CAL_HD76437
0.0,82,,2021-03-05_CAL_HD84369_oidataCalibrated_82.fits,0.0,0.887805937863506,36,0,36,36,OK,0.0463516779494171,2021-03-05_CAL_HD84369
0.0,82,,2021-03-05_CAL_HR3729_oidataCalibrated_82.fits,0.0,0.857055185678525,36,0,36,36,OK,0.05741037485590319,2021-03-05_CAL_HR3729
