bad_vis2_frac,bootstrap_i,error_message,filename,flagged_frac,median_vis2,n_finite,n_flagged,n_good,n_total,read_status,std_vis2,target_name
0.0,316,,2019-11-25_CAL_HD61574_oidataCalibrated_316.fits,0.0,0.9529798540694684,36,0,36,36,OK,0.02472772163430285,2019-11-25_CAL_HD61574
0.0,316,,2019-11-25_CAL_HD65187_oidataCalibrated_316.fits,0.0,1.0139444616782871,36,0,36,36,OK,0.053323137253277995,2019-11-25_CAL_HD65187
0.0,316,,2019-11-25_CAL_HR3069_oidataCalibrated_316.fits,0.0,0.9656491829929451,36,0,36,36,OK,0.041712597852752276,2019-11-25_CAL_HR3069
0.0,316,,2019-11-25_SCI_HR2998_oidataCalibrated_316.fits,0.0,0.9789162946891914,72,0,72,72,OK,0.09000905526097666,HR2998
0.0,316,,2019-11-26_CAL_HD65491_oidataCalibrated_316.fits,0.0,0.98115000450223,36,0,36,36,OK,0.041151830259253834,2019-11-26_CAL_HD65491
0.0,316,,2019-11-26_CAL_HD66162_oidataCalibrated_316.fits,0.0,0.932168238699567,36,0,36,36,OK,0.04181135133667787,2019-11-26_CAL_HD66162
0.0,316,,2019-11-26_CAL_HR3069_oidataCalibrated_316.fits,0.0,0.943252025633218,36,0,36,36,OK,0.02927888402499328,2019-11-26_CAL_HR3069
0.0,316,,2019-11-26_SCI_HR2998_oidataCalibrated_316.fits,0.0,0.8945552743463594,72,0,72,72,OK,0.10829874247953604,HR2998
0.0,316,,2019-11-27_CAL_HD222919_oidataCalibrated_316.fits,0.0,0.8833886191889055,36,0,36,36,OK,0.043680045225538186,2019-11-27_CAL_HD222919
0.0,316,,2019-11-27_CAL_HD223292_oidataCalibrated_316.fits,0.0,0.9159496914667602,36,0,36,36,OK,0.0393719348871909,2019-11-27_CAL_HD223292
0.0,316,,2019-11-27_CAL_HD323_oidataCalibrated_316.fits,0.0,0.9077973729763807,36,0,36,36,OK,0.0374807693955707,2019-11-27_CAL_HD323
0.0,316,,2019-11-27_CAL_HD68_oidataCalibrated_316.fits,0.0,0.8922766345216542,36,0,36,36,OK,0.04923381380580814,2019-11-27_CAL_HD68
0.0,316,,2019-11-27_CAL_HR67_oidataCalibrated_316.fits,0.0,0.8998009394629232,36,0,36,36,OK,0.0372570969609858,2019-11-27_CAL_HR67
0.0,316,,2019-11-27_CAL_HR8809_oidataCalibrated_316.fits,0.0,0.9186146306243832,36,0,36,36,OK,0.04044253017610883,2019-11-27_CAL_HR8809
0.0,316,,2019-11-27_SCI_IOT_PSC_oidataCalibrated_316.fits,0.0,0.8244446126431134,72,0,72,72,OK,0.10992978638762056,IOT_PSC
0.0,316,,2019-11-27_SCI_zet_Tuc_oidataCalibrated_316.fits,0.0,0.7961512273451241,72,0,72,72,OK,0.09923374575985881,zet_Tuc
0.0,316,,2019-11-28_CAL_HD30507_oidataCalibrated_316.fits,0.0,0.8129988042005141,36,0,36,36,OK,0.07184744301713052,2019-11-28_CAL_HD30507
0.0,316,,2019-11-28_CAL_HD30519_oidataCalibrated_316.fits,0.0,0.8385562348145552,36,0,36,36,OK,0.04075561591115279,2019-11-28_CAL_HD30519
0.0,316,,2019-11-28_CAL_HR1618_oidataCalibrated_316.fits,0.0,0.7305607614681986,36,0,36,36,OK,0.10484619658155343,2019-11-28_CAL_HR1618
0.0,316,,2019-11-28_SCI_pi3_Ori_oidataCalibrated_316.fits,0.0,0.6583263357327056,72,0,72,72,OK,0.14510998174759696,pi3_Ori
0.0,316,,2019-11-29_CAL_HD220757_oidataCalibrated_316.fits,0.0,0.9043889737133548,36,0,36,36,OK,0.04108959136981116,2019-11-29_CAL_HD220757
0.0,316,,2019-11-29_CAL_HD43_oidataCalibrated_316.fits,0.0,0.8922115540243158,36,0,36,36,OK,0.0317801085242371,2019-11-29_CAL_HD43
0.0,316,,2019-11-29_CAL_HD68_oidataCalibrated_316.fits,0.0,0.9328728667108631,36,0,36,36,OK,0.05384126228158761,2019-11-29_CAL_HD68
0.0,316,,2019-11-29_CAL_HD8025_oidataCalibrated_316.fits,0.0,0.9301734048710517,36,0,36,36,OK,0.038338086398201535,2019-11-29_CAL_HD8025
0.0,316,,2019-11-29_CAL_HR1534_oidataCalibrated_316.fits,0.0,0.7640670273888603,36,0,36,36,OK,0.09856196661261922,2019-11-29_CAL_HR1534
0.0,316,,2019-11-29_CAL_HR1618_oidataCalibrated_316.fits,0.0,0.6849936945727855,36,0,36,36,OK,0.12417926687887025,2019-11-29_CAL_HR1618
0.0,316,,2019-11-29_CAL_HR1681_oidataCalibrated_316.fits,0.0,0.7989858537950427,36,0,36,36,OK,0.07765339102089158,2019-11-29_CAL_HR1681
0.0,316,,2019-11-29_CAL_HR67_oidataCalibrated_316.fits,0.0,0.8924627545356856,36,0,36,36,OK,0.05169791326942163,2019-11-29_CAL_HR67
0.0,316,,2019-11-29_SCI_IOT_PSC_oidataCalibrated_316.fits,0.0,0.8214203906718573,36,0,36,36,OK,0.10177473118482107,IOT_PSC
0.0,316,,2019-11-29_SCI_pi3_Ori_oidataCalibrated_316.fits,0.0,0.6165691290306607,72,0,72,72,OK,0.16468963471204096,pi3_Ori
0.0,316,,2019-11-29_SCI_zet_Tuc_oidataCalibrated_316.fits,0.0,0.8321488039350249,72,0,72,72,OK,0.1142169003930613,zet_Tuc
0.0,316,,2021-02-17_CAL_HD65181_oidataCalibrated_316.fits,0.0,0.8991659243608291,36,0,36,36,OK,0.0951082236068759,2021-02-17_CAL_HD65181
0.0,316,,2021-02-17_CAL_HD70942_oidataCalibrated_316.fits,0.0,0.8885089656798801,36,0,36,36,OK,0.050429872898854304,2021-02-17_CAL_HD70942
0.0,316,,2021-02-17_CAL_HR3317_oidataCalibrated_316.fits,0.0,0.8470261409065525,36,0,36,36,OK,0.09025898941977485,2021-02-17_CAL_HR3317
0.0,316,,2021-02-17_SCI_rho_Pup_oidataCalibrated_316.fits,0.0,0.5752393894616755,72,0,72,72,OK,0.22078246047504546,rho_Pup
0.0,316,,2021-02-18_CAL_HD38295_oidataCalibrated_316.fits,0.0,1.0033691357839651,36,0,36,36,OK,0.06307742062970477,2021-02-18_CAL_HD38295
0.0,316,,2021-02-18_CAL_HD42747_oidataCalibrated_316.fits,0.0,0.8497478771356313,36,0,36,36,OK,0.047932450591595344,2021-02-18_CAL_HD42747
0.0,316,,2021-02-18_CAL_HD59936_oidataCalibrated_316.fits,0.0,0.901325288323628,36,0,36,36,OK,0.08951571759087043,2021-02-18_CAL_HD59936
0.0,316,,2021-02-18_CAL_HD__63734_oidataCalibrated_316.fits,0.0,0.9195987127266971,36,0,36,36,OK,0.0854850732938585,2021-02-18_CAL_HD__63734
0.0,316,,2021-02-18_CAL_HR2090_oidataCalibrated_316.fits,0.0,0.8909060039629133,36,0,36,36,OK,0.07006941253387051,2021-02-18_CAL_HR2090
0.0,316,,2021-02-18_CAL_HR3317_oidataCalibrated_316.fits,0.0,0.8098807688228952,36,0,36,36,OK,0.07877772067331874,2021-02-18_CAL_HR3317
0.0,316,,2021-02-18_SCI_gam_Lep_oidataCalibrated_316.fits,0.0,0.7637207998238834,72,0,72,72,OK,0.12527327781516934,gam_Lep
0.0,316,,2021-02-18_SCI_rho_Pup_oidataCalibrated_316.fits,0.0,0.46777327331111596,72,0,72,72,OK,0.18242569337968995,rho_Pup
0.0,316,,2021-02-26_CAL_27_Mon_oidataCalibrated_316.fits,0.0,0.7289754844096107,36,0,36,36,OK,0.1627609745531153,2021-02-26_CAL_27_Mon
0.0,316,,2021-02-26_CAL_HD63241_oidataCalibrated_316.fits,0.0,0.809808115392629,36,0,36,36,OK,0.11618885186798765,2021-02-26_CAL_HD63241
0.0,316,,2021-02-26_CAL_HR2729_oidataCalibrated_316.fits,0.0,0.8543520615570483,36,0,36,36,OK,0.11518607767463239,2021-02-26_CAL_HR2729
0.0,316,,2021-02-26_SCI_alf_CMi_oidataCalibrated_316.fits,0.0,0.030039888551306477,72,0,72,72,OK,0.14617894659397973,alf_CMi
0.0,316,,2021-03-05_CAL_HD76437_oidataCalibrated_316.fits,0.0,0.906883035090046,36,0,36,36,OK,0.04206202616827576,2021-03-05_CAL_HD76437
0.0,316,,2021-03-05_CAL_HD84369_oidataCalibrated_316.fits,0.0,0.8957641400275362,36,0,36,36,OK,0.04500986562765645,2021-03-05_CAL_HD84369
0.0,316,,2021-03-05_CAL_HR3729_oidataCalibrated_316.fits,0.0,0.8553786547506858,36,0,36,36,OK,0.052032813371447134,2021-03-05_CAL_HR3729
0.0,316,,2021-03-05_SCI_psi_Vel_oidataCalibrated_316.fits,0.0,0.8062648857004415,72,0,72,72,OK,0.07959713981086573,psi_Vel
0.0,316,,2021-09-11_CAL_HD210056_oidataCalibrated_316.fits,0.0,0.9010813087448345,36,0,36,36,OK,0.07368832332668793,2021-09-11_CAL_HD210056
0.0,316,,2021-09-11_CAL_kap_Hyi_oidataCalibrated_316.fits,0.0,0.8552370476932947,36,0,36,36,OK,0.10360281350266873,2021-09-11_CAL_kap_Hyi
0.0,316,,2021-09-11_CAL_lam_Tuc_oidataCalibrated_316.fits,0.0,0.7747413317553852,36,0,36,36,OK,0.1445393359365501,2021-09-11_CAL_lam_Tuc
0.0,316,,2021-09-11_SCI_bet_Hyi_bad_oidataCalibrated_316.fits,0.0,0.47349923199675403,72,0,72,72,OK,0.2375097188263542,bet_Hyi
0.0,316,,2022-01-06_CAL_HD79810_oidataCalibrated_316.fits,0.0,0.8688225083974135,36,0,36,36,OK,0.04764327234668442,2022-01-06_CAL_HD79810
0.0,316,,2022-01-06_CAL_HD84900_oidataCalibrated_316.fits,0.0,0.9641569600473512,36,0,36,36,OK,0.04620133062095492,2022-01-06_CAL_HD84900
0.0,316,,2022-01-06_CAL_HR3729_oidataCalibrated_316.fits,0.0,0.9158824259964907,36,0,36,36,OK,0.05548739730368292,2022-01-06_CAL_HR3729
0.0,316,,2022-01-06_SCI_psi_Vel_A_oidataCalibrated_316.fits,0.0,0.9167703556042917,72,0,72,72,OK,0.08985748339525297,psi_Vel_A
0.0,316,,2022-02-26_CAL_12_Mon_oidataCalibrated_316.fits,0.0,0.9042828630478699,36,0,36,36,OK,0.07760871544639592,2022-02-26_CAL_12_Mon
0.0,316,,2022-02-26_CAL_HR2426_oidataCalibrated_316.fits,0.0,0.8133358786095565,36,0,36,36,OK,0.15516444528475667,2022-02-26_CAL_HR2426
0.0,316,,2022-02-26_CAL_HR2610_oidataCalibrated_316.fits,0.0,0.8866760336921518,36,0,36,36,OK,0.06563123632670978,2022-02-26_CAL_HR2610
0.0,316,,2022-02-26_SCI_ksi_Gem_oidataCalibrated_316.fits,0.0,0.7616097102680867,72,0,72,72,OK,0.18510134466541575,ksi_Gem
0.0,316,,2022-03-01_CAL_HR2342_oidataCalibrated_316.fits,0.0,0.8062895370016763,36,0,36,36,OK,0.08342227479838811,2022-03-01_CAL_HR2342
0.0,316,,2022-03-01_CAL_HR2391_oidataCalibrated_316.fits,0.0,0.7850164451907349,36,0,36,36,OK,0.1429719560339763,2022-03-01_CAL_HR2391
0.0,316,,2022-03-01_CAL_HR2426_oidataCalibrated_316.fits,0.0,0.7650477147722382,36,0,36,36,OK,0.16443186078418817,2022-03-01_CAL_HR2426
0.0,316,,2022-03-01_SCI_ksi_Gem_oidataCalibrated_316.fits,0.0,0.7159964727785412,72,0,72,72,OK,0.17735849456964314,ksi_Gem
0.0,316,,2022-03-31_CAL_HD121981_oidataCalibrated_316.fits,0.0,0.883049870964528,36,0,36,36,OK,0.03290825022299651,2022-03-31_CAL_HD121981
0.0,316,,2022-03-31_CAL_HD123255_oidataCalibrated_316.fits,0.0,0.9608057025390035,36,0,36,36,OK,0.02269206002774734,2022-03-31_CAL_HD123255
0.0,316,,2022-03-31_CAL_HD125490_oidataCalibrated_316.fits,0.0,0.9079552304412388,36,0,36,36,OK,0.05374193276755905,2022-03-31_CAL_HD125490
0.0,316,,2022-03-31_CAL_HD139610_oidataCalibrated_316.fits,0.0,0.9355110359677775,36,0,36,36,OK,0.02494135869078707,2022-03-31_CAL_HD139610
0.0,316,,2022-03-31_CAL_HD142443_oidataCalibrated_316.fits,0.0,0.9306532107546233,36,0,36,36,OK,0.04215404891734373,2022-03-31_CAL_HD142443
0.0,316,,2022-03-31_CAL_HD142639_oidataCalibrated_316.fits,0.0,0.9150561023924557,36,0,36,36,OK,0.029291979181642804,2022-03-31_CAL_HD142639
0.0,316,,2022-03-31_SCI_HD124850_oidataCalibrated_316.fits,0.0,0.7916837871659645,72,0,72,72,OK,0.12031167612181454,HD124850
