bad_vis2_frac,bootstrap_i,error_message,filename,flagged_frac,median_vis2,n_finite,n_flagged,n_good,n_total,read_status,std_vis2,target_name
0.0,44,,2019-11-25_CAL_HD61574_oidataCalibrated_44.fits,0.0,0.9527268272181613,36,0,36,36,OK,0.023874694601233724,2019-11-25_CAL_HD61574
0.0,44,,2019-11-25_CAL_HD65187_oidataCalibrated_44.fits,0.0,0.9887183996293287,36,0,36,36,OK,0.05682331619364078,2019-11-25_CAL_HD65187
0.0,44,,2019-11-25_CAL_HR3069_oidataCalibrated_44.fits,0.0,0.9659387217697928,36,0,36,36,OK,0.041944649160696464,2019-11-25_CAL_HR3069
0.0,44,,2019-11-25_SCI_HR2998_oidataCalibrated_44.fits,0.0,0.9686569566588553,72,0,72,72,OK,0.0911610891877451,HR2998
0.0,44,,2019-11-26_CAL_HD65491_oidataCalibrated_44.fits,0.0,0.9803949665997584,36,0,36,36,OK,0.0409146486443362,2019-11-26_CAL_HD65491
0.0,44,,2019-11-26_CAL_HD66162_oidataCalibrated_44.fits,0.0,0.9333484440091743,36,0,36,36,OK,0.04286813990014108,2019-11-26_CAL_HD66162
0.0,44,,2019-11-26_CAL_HR3069_oidataCalibrated_44.fits,0.0,0.9452279010549598,36,0,36,36,OK,0.02934632760387532,2019-11-26_CAL_HR3069
0.0,44,,2019-11-26_SCI_HR2998_oidataCalibrated_44.fits,0.0,0.8856798876437355,72,0,72,72,OK,0.10855065874178295,HR2998
0.0,44,,2019-11-27_CAL_HD222919_oidataCalibrated_44.fits,0.0,0.8814584581768687,36,0,36,36,OK,0.043670537878851515,2019-11-27_CAL_HD222919
0.0,44,,2019-11-27_CAL_HD223292_oidataCalibrated_44.fits,0.0,0.9148488488099629,36,0,36,36,OK,0.04016640576147018,2019-11-27_CAL_HD223292
0.0,44,,2019-11-27_CAL_HD323_oidataCalibrated_44.fits,0.0,0.9087536712357565,36,0,36,36,OK,0.03672114617175228,2019-11-27_CAL_HD323
0.0,44,,2019-11-27_CAL_HD68_oidataCalibrated_44.fits,0.0,0.8954496985196385,36,0,36,36,OK,0.04791622030805852,2019-11-27_CAL_HD68
0.0,44,,2019-11-27_CAL_HR67_oidataCalibrated_44.fits,0.0,0.9050531374219486,36,0,36,36,OK,0.03599072955967705,2019-11-27_CAL_HR67
