level_0,level_1,logg,teff,feh,u_lambda_0,u_lambda_1,u_lambda_2,u_lambda_3,u_lambda_4,u_lambda_5,s_lambda_0,s_lambda_1,s_lambda_2,s_lambda_3,s_lambda_4,s_lambda_5,Dist,Hpmag_dr,BTmag_dr,VTmag_dr,BPmag_dr,RPmag_dr,BC_Hp,BC_BT,BC_VT,BC_BP,BC_RP,f_bol_Hp,f_bol_BT,f_bol_VT,f_bol_BP,f_bol_RP,f_bol_final,L_star_final
HD222368,0,4.050870950171905,6359.369578187018,-0.15485272338398826,0.2258448589441278,0.2258448589441278,0.2258448589441278,0.2258448589441278,0.2258448589441278,0.2258448589441278,1.0,1.0,1.0,1.0,1.0,1.0,13.604464563125182,4.2374141449980955,4.713146895867703,4.1820440415744455,4.263203510183884,3.556309047260914,-0.114,-0.563,-0.064,-0.151,0.47100000000000003,5.697644084766255e-07,5.559070941679304e-07,5.7258947129941e-07,5.756779174279607e-07,6.224971332398472e-07,5.614500198914085e-07,3.2479776669689717
HD222368,1,4.4494476387235995,6435.88274434105,0.025642347486692543,0.25144751545792143,0.25144751545792143,0.25144751545792143,0.25144751545792143,0.25144751545792143,0.25144751545792143,1.0,1.0,1.0,1.0,1.0,1.0,13.69904468166108,4.237378145315037,4.720662394845412,4.161115214204583,4.260064402569783,3.5552096773829507,-0.102,-0.56,-0.05,-0.138,0.475,5.635204959576237e-07,5.505490488882031e-07,5.762552418808261e-07,5.704731565200634e-07,6.208363024347149e-07,5.557376277159714e-07,3.2597882696326437
HD222368,2,3.9855540161737326,6151.484336529025,0.17140905924651142,0.2565989847643686,0.2565989847643686,0.2565989847643686,0.2565989847643686,0.2565989847643686,0.2565989847643686,1.0,1.0,1.0,1.0,1.0,1.0,13.61347833450303,4.238420949133482,4.710787325486015,4.179648843621482,4.263577494081375,3.5579872340297043,-0.114,-0.664,-0.057,-0.163,0.531,5.692363103314658e-07,6.114290155332791e-07,5.701661591010726e-07,5.81875373380862e-07,5.881201793854029e-07,5.945519334525537e-07,3.4440308273288944
HD222368,3,4.587358286069777,6367.33126142136,0.005204990666390047,0.2656654987763247,0.2656654987763247,0.2656654987763247,0.2656654987763247,0.2656654987763247,0.2656654987763247,1.0,1.0,1.0,1.0,1.0,1.0,13.635766243817661,4.237652178087317,4.729577816444288,4.173965028450992,4.2593030683872275,3.557271282136358,-0.111,-0.589,-0.059000000000000004,-0.149,0.484,5.680677093610488e-07,5.608282064825433e-07,5.742155685898739e-07,5.766864500900694e-07,6.145432626481206e-07,5.637240076339454e-07,3.276156588110871
HD222368,4,4.062118523589088,6432.304547073689,-0.28602485973802033,0.22908993194013172,0.22908993194013172,0.22908993194013172,0.22908993194013172,0.22908993194013172,0.22908993194013172,1.0,1.0,1.0,1.0,1.0,1.0,13.639227080933942,4.236934829129947,4.701431424088332,4.169159316903784,4.260450590857084,3.5532618603844264,-0.11699999999999999,-0.536,-0.07,-0.151,0.449,5.715931861181544e-07,5.481360994287255e-07,5.82635909449529e-07,5.77139419500449e-07,6.370246391066482e-07,5.575189341044971e-07,3.241739901837369
HD222368,5,4.3039721896040035,6473.436432741866,-0.03881968442174341,0.23287425992925076,0.23287425992925076,0.23287425992925076,0.23287425992925076,0.23287425992925076,0.23287425992925076,1.0,1.0,1.0,1.0,1.0,1.0,13.620368831280585,4.236630044184953,4.708023701692507,4.181777567003695,4.26070292371934,3.55832446611001,-0.10099999999999999,-0.5379999999999999,-0.05,-0.136,0.46299999999999997,5.633897701791061e-07,5.45822575015983e-07,5.653923758205823e-07,5.690884941943058e-07,6.259378130747881e-07,5.528494530812322e-07,3.205705674619638
HD222368,6,4.03531105390853,6243.888238047753,-0.22535571513252722,0.20536194886721995,0.20536194886721995,0.20536194886721995,0.20536194886721995,0.20536194886721995,0.20536194886721995,1.0,1.0,1.0,1.0,1.0,1.0,13.60126345691001,4.236992960875949,4.6849652891809175,4.186182691168005,4.262404322832807,3.5571285397821724,-0.13,-0.602,-0.08,-0.16899999999999998,0.483,5.784472893662841e-07,5.913912015012222e-07,5.78879137589791e-07,5.857323968389577e-07,6.151904127658838e-07,5.86213636647247e-07,3.3896390028564323
HD222368,7,4.452362624266487,6402.360587000313,-0.15707590092408913,0.22602306579911632,0.22602306579911632,0.22602306579911632,0.22602306579911632,0.22602306579911632,0.22602306579911632,1.0,1.0,1.0,1.0,1.0,1.0,13.647636364497444,4.2386239954667,4.715383035431168,4.170486736193731,4.261638813419436,3.5585434209217888,-0.11900000000000001,-0.5660000000000001,-0.069,-0.153,0.46399999999999997,5.717568500339944e-07,5.562983354686406e-07,5.813882899419851e-07,5.775710933700263e-07,6.252354677333822e-07,5.624817412947822e-07,3.2746307788129214
HD222368,8,4.663041606191178,6367.950203859602,-0.22390626458728113,0.2137823656210416,0.2137823656210416,0.2137823656210416,0.2137823656210416,0.2137823656210416,0.2137823656210416,1.0,1.0,1.0,1.0,1.0,1.0,13.64210530608847,4.237410712400364,4.70729255524281,4.17077743569313,4.261953328940324,3.550755720842244,-0.129,-0.586,-0.08,-0.163,0.46399999999999997,5.776924473364912e-07,5.708788487376729e-07,5.871512642808205e-07,5.82746458742674e-07,6.297362393382469e-07,5.736042881772002e-07,3.3366773245641252
HD222368,9,4.403811752719533,6329.997654456002,-0.11590087323878115,0.2546448262814819,0.2546448262814819,0.2546448262814819,0.2546448262814819,0.2546448262814819,0.2546448262814819,1.0,1.0,1.0,1.0,1.0,1.0,13.614153718526534,4.236826568378503,4.724510460667635,4.16761491305433,4.266428221725244,3.5505064914846804,-0.121,-0.59,-0.07,-0.158,0.479,5.737601049043598e-07,5.639710229938947e-07,5.834652687528825e-07,5.776831311479574e-07,6.212385223602533e-07,5.678866557580808e-07,3.2898946341904476
