column,frac_nan,n_nan,n_total
dict_key,0.0,0,1400
index,0.0,0,1400
MJD,0.0,0,1400
TEL_PAIR,0.0,0,1400
VIS2,0.0,0,1400
FLAG,0.0,0,1400
BASELINE,0.0,0,1400
WAVELENGTH,0.0,0,1400
LDD_FIT,0.07142857142857142,100,1400
LDD_PRED,1.0,1400,1400
e_LDD_PRED,1.0,1400,1400
u_LLD,1.0,1400,1400
C_SCALE,0.0,0,1400
SEQ_ORDER,0.0,0,1400
UDD_FIT,0.07142857142857142,100,1400
C_SCALE_UDD,0.0,0,1400
