fraction_vis2_above_one,has_vis2_above_one,max_baseline_m,max_night,max_point_id,max_telescope_pair,max_vis2_corrected,max_wavelength_index,max_wavelength_um,n_finite_vis2_points,n_vis2_above_one,percent_vis2_above_one,period,point_ids_vis2_above_one,sequence,star
0.0,False,58.05678810460364,2022-04-02,P58,2-3,0.9331497330962009,4,1.7249999473278876,72,0,0.0,105,,bright,HD124850
0.0,False,57.851926175523865,2022-03-30,P59,2-3,0.9511830206334416,5,1.7730000081428443,72,0,0.0,105,,faint,HD124850
0.0,False,57.14894039554039,2022-03-30,P58,2-3,0.9488933615224086,4,1.7249999473278876,72,0,0.0,105,,bright,HD141004
0.0,False,54.85300158450163,2022-04-01,P22,2-3,0.9561465607005847,4,1.7249999473278876,72,0,0.0,105,,faint,HD141004
0.0,False,57.63268045320777,2022-04-02,P23,2-3,0.9498150045737931,5,1.7730000081428443,72,0,0.0,105,,faint,HD142860
0.0,False,57.40968106128406,2019-11-25,P23,2-3,0.9785033180013338,5,1.7730000081428443,72,0,0.0,104,,bright,HR_2998
0.0,False,57.61838552695688,2019-11-24,P58,2-3,0.9963043565277905,4,1.7249999473278876,72,0,0.0,104,,faint,HR_2998
0.0,False,51.74660872716123,2021-09-04,P23,2-3,0.8062296871688974,5,1.7730000081428443,72,0,0.0,106,,bright,bet_Hyi
0.0,False,53.72370220213321,2021-09-10,P23,2-3,0.7858913138698752,5,1.7730000081428443,72,0,0.0,106,,faint,bet_Hyi
0.05555555555555555,True,48.02065955033831,2021-02-17,P23,2-3,1.0301395707841043,5,1.7730000081428443,72,4,5.555555555555555,106,P18;P20;P22;P23,faint,gam_Lep
0.0,False,57.38699853047697,2019-11-26,P23,2-3,0.9396230973575003,5,1.7730000081428443,72,0,0.0,104,,bright,iot_Psc
0.0,False,56.42894431027327,2019-11-28,P23,2-3,0.9428975153026676,5,1.7730000081428443,72,0,0.0,104,,faint,iot_Psc
0.05555555555555555,True,57.983931616161726,2022-02-25,P55,2-3,1.071696145391123,1,1.580999992256693,72,4,5.555555555555555,106,P55;P56;P57;P58,bright,ksi_Gem
0.0,False,78.41276182026662,2022-02-28,P71,3-4,0.9661322704449044,5,1.7730000081428443,72,0,0.0,106,,faint,ksi_Gem
0.0,False,57.260149768347745,2019-11-28,P59,2-3,0.8974779294566769,5,1.7730000081428443,72,0,0.0,104,,bright,pi3_Ori
0.0,False,56.01045083281885,2019-11-27,P59,2-3,0.9142181622170066,5,1.7730000081428443,72,0,0.0,104,,faint,pi3_Ori
0.0,False,31.330399818884537,2022-01-05,P36,1-2,0.9994927217049545,0,1.5330000451285741,72,0,0.0,106,,bright,psi Vel A
0.0,False,56.62369111134524,2021-03-04,P23,2-3,0.9701967372563001,5,1.7730000081428443,72,0,0.0,106,,faint,psi_Vel
0.0,False,55.95907514365764,2021-02-17,P58,2-3,0.882841402379958,4,1.7249999473278876,72,0,0.0,106,,bright,rho_Pup
0.0,False,52.831084197124774,2019-11-28,P58,2-3,0.9542978454541977,4,1.7249999473278876,72,0,0.0,104,,bright,zet_Tuc
0.0,False,52.80316530750457,2019-11-26,P22,2-3,0.9746710368319179,4,1.7249999473278876,72,0,0.0,104,,faint,zet_Tuc
