LDD_FIT,bootstrap,finite,star
1.4317386918373,0,True,ksi_Gem
1.414160282135695,1,True,ksi_Gem
1.4272600167433136,2,True,ksi_Gem
1.379035754516607,3,True,ksi_Gem
1.3809946158603654,4,True,ksi_Gem
1.3753235802359174,5,True,ksi_Gem
1.3796371784664407,6,True,ksi_Gem
1.4258461035517027,7,True,ksi_Gem
1.3654951110399354,8,True,ksi_Gem
1.441632822066505,9,True,ksi_Gem
1.3970935377832385,10,True,ksi_Gem
1.4285623817651325,11,True,ksi_Gem
1.4430301136809895,12,True,ksi_Gem
1.3898490158320405,13,True,ksi_Gem
1.4188960876186782,14,True,ksi_Gem
1.4138072553837637,15,True,ksi_Gem
1.446749472045686,16,True,ksi_Gem
1.4088306975622928,17,True,ksi_Gem
1.3970059259363814,18,True,ksi_Gem
1.3547495840094375,19,True,ksi_Gem
1.3829384099389823,20,True,ksi_Gem
1.3470926361997169,21,True,ksi_Gem
1.4326067953844286,22,True,ksi_Gem
1.4115923339817351,23,True,ksi_Gem
1.4077567241666766,24,True,ksi_Gem
1.4044913655338926,25,True,ksi_Gem
1.3834512168964783,26,True,ksi_Gem
1.4126537828040706,27,True,ksi_Gem
1.4580439464463675,28,True,ksi_Gem
1.3900007365726643,29,True,ksi_Gem
1.4098959202757395,30,True,ksi_Gem
1.3971277781914464,31,True,ksi_Gem
1.3873795145825611,32,True,ksi_Gem
1.4210519670678452,33,True,ksi_Gem
1.4071217088262538,34,True,ksi_Gem
1.3994188861684316,35,True,ksi_Gem
1.3646053259506798,36,True,ksi_Gem
1.4011854073588412,37,True,ksi_Gem
1.394819251406983,38,True,ksi_Gem
1.388673394559476,39,True,ksi_Gem
1.4175963637364122,40,True,ksi_Gem
1.4091486976710963,41,True,ksi_Gem
1.4155630440881382,42,True,ksi_Gem
1.382417610180254,43,True,ksi_Gem
1.4149735314779188,44,True,ksi_Gem
1.4147855528688085,45,True,ksi_Gem
1.3844710839750922,46,True,ksi_Gem
1.357222831018753,47,True,ksi_Gem
1.3743748409612235,48,True,ksi_Gem
1.424687089271633,49,True,ksi_Gem
1.3952382692210317,50,True,ksi_Gem
1.4341170866894708,51,True,ksi_Gem
1.429910375143779,52,True,ksi_Gem
1.4063848924399802,53,True,ksi_Gem
1.4208615195478733,54,True,ksi_Gem
1.4097915035343564,55,True,ksi_Gem
1.3823397979358685,56,True,ksi_Gem
1.4080745710287752,57,True,ksi_Gem
1.418207548533372,58,True,ksi_Gem
1.4232942440955463,59,True,ksi_Gem
1.3858236976778604,60,True,ksi_Gem
1.4009853348947503,61,True,ksi_Gem
1.4463830364162356,62,True,ksi_Gem
1.410850815991817,63,True,ksi_Gem
1.4294522477015614,64,True,ksi_Gem
1.3948793705091178,65,True,ksi_Gem
1.3996630993275043,66,True,ksi_Gem
1.3510582092476404,67,True,ksi_Gem
1.3883184945206917,68,True,ksi_Gem
1.3958473738375992,69,True,ksi_Gem
1.401259196339717,70,True,ksi_Gem
1.4057617980392993,71,True,ksi_Gem
1.377957429328233,72,True,ksi_Gem
1.3947763978023526,73,True,ksi_Gem
1.3887372910825861,74,True,ksi_Gem
1.461760904033617,75,True,ksi_Gem
1.4295364140978288,76,True,ksi_Gem
1.3978960306880426,77,True,ksi_Gem
1.3884293134533117,78,True,ksi_Gem
1.4040153033577114,79,True,ksi_Gem
1.3669716989468113,80,True,ksi_Gem
1.4113186825629063,81,True,ksi_Gem
1.4075129391387393,82,True,ksi_Gem
1.3895208080158439,83,True,ksi_Gem
1.468037587618719,84,True,ksi_Gem
1.3835298542294396,85,True,ksi_Gem
1.4283917639500359,86,True,ksi_Gem
1.3420578711027729,87,True,ksi_Gem
1.399667004246591,88,True,ksi_Gem
1.3906952841604832,89,True,ksi_Gem
1.4100268985050233,90,True,ksi_Gem
1.3879701865098384,91,True,ksi_Gem
1.4052486560771302,92,True,ksi_Gem
1.3782997284289158,93,True,ksi_Gem
1.3626943588608387,94,True,ksi_Gem
1.3807964642389146,95,True,ksi_Gem
1.4026204947576977,96,True,ksi_Gem
1.4046487024872625,97,True,ksi_Gem
1.4354809959675143,98,True,ksi_Gem
1.4300548976644916,99,True,ksi_Gem
1.4343066388451373,100,True,ksi_Gem
1.417690228985908,101,True,ksi_Gem
1.378971051487462,102,True,ksi_Gem
1.4153051736167206,103,True,ksi_Gem
1.417265966986508,104,True,ksi_Gem
1.4092553243263555,105,True,ksi_Gem
1.4300754262435043,106,True,ksi_Gem
1.3986925188437567,107,True,ksi_Gem
1.4067078306694791,108,True,ksi_Gem
1.3901651858622786,109,True,ksi_Gem
1.3733491628072876,110,True,ksi_Gem
1.416884152908519,111,True,ksi_Gem
1.4107525104508254,112,True,ksi_Gem
1.4536642309643066,113,True,ksi_Gem
1.3823849389208978,114,True,ksi_Gem
1.4145482462235748,115,True,ksi_Gem
1.3895213732828817,116,True,ksi_Gem
1.4109129721066385,117,True,ksi_Gem
1.3853100456278358,118,True,ksi_Gem
1.4172430208546174,119,True,ksi_Gem
1.4375685190633134,120,True,ksi_Gem
1.4427464915147572,121,True,ksi_Gem
1.3751899824993656,122,True,ksi_Gem
1.410816609741863,123,True,ksi_Gem
1.383484382340469,124,True,ksi_Gem
1.397791708867766,125,True,ksi_Gem
1.423684992321322,126,True,ksi_Gem
1.3726851538492517,127,True,ksi_Gem
1.3854900011007878,128,True,ksi_Gem
1.4524398021383351,129,True,ksi_Gem
1.4491875886597745,130,True,ksi_Gem
1.4290775149799533,131,True,ksi_Gem
1.3947849918903288,132,True,ksi_Gem
1.428954981945645,133,True,ksi_Gem
1.4124695086155628,134,True,ksi_Gem
