e_pred_LDD,pred_LDD,target_id,pred_LDD_isnan,e_pred_LDD_isnan
0.0546925512860126,1.1425909275111235,HD222368,False,False
0.036429925720084175,0.7950914236554736,HD1367,False,False
0.03245604196954692,0.7700144397785863,HD222919,False,False
0.031372378195539535,0.6395110417000075,HD223292,False,False
0.031446300648415686,0.6531498482784357,HD218330,False,False
0.028297972244776256,0.5407555589133128,HD43,False,False
0.057660276106195354,1.1948552233947827,HD1581,False,False
0.036554215787459585,0.7524515718281723,HD68,False,False
0.034285571583403625,0.7303352735956926,HD218558,False,False
0.03199530561917584,0.7491418252487052,HD323,False,False
0.03300152992941622,0.7252132893721115,HD220757,False,False
0.028434059819088336,0.6268566469296996,HD8025,False,False
0.0725270804954514,1.6297475016990206,HD30652,False,False
0.05900139188795551,1.2058149484088,HD32263,False,False
0.03955087875147903,0.888003225998219,HD30519,False,False
0.03422597714755767,0.7410351627980125,HD30507,False,False
0.04838941545212294,1.0342331240290485,HD30545,False,False
0.04386806071732061,0.9522214890357336,HD33419,False,False
0.06736734353016392,1.4320609253257983,HD38393,False,False
0.032913004722609294,0.7219018710186511,HD38579,False,False
0.035073479685554354,0.7888043437264083,HD39913,False,False
0.038222204380430974,0.8379120238014489,HD40235,False,False
0.05048378796184265,1.1530823009182596,HD62644,False,False
0.030235168859019827,0.7042915525125056,HD64181,False,False
0.025826652219223707,0.5560694215748161,HD61574,False,False
0.02756441283783836,0.5607729048486482,HD65187,False,False
0.025452485320664655,0.5080570391803981,HD65491,False,False
0.027534768820465603,0.6173336762050777,HD66162,False,False
0.06780866788676239,1.4441431602225914,HD67523,False,False
0.04609874913394024,0.9487260947133711,HD59936,False,False
0.044302266068600986,1.0450746407449543,HD63734,False,False
0.04145128038239023,0.8616169665943109,HD71231,False,False
0.07514153877619495,1.6163685969452048,HD121370,False,False
0.043573309782967425,1.0340546938615787,HD118839,False,False
0.026577576563105207,0.5766387589163798,HD120540,False,False
0.057082120367211886,1.2505988570931725,HD124850,False,False
0.033066151520847804,0.7766400455838465,HD125490,False,False
0.026041987453794727,0.5840273576246935,HD121981,False,False
0.02266013033158063,0.5180660331606932,HD123255,False,False
0.03407811735372247,0.7549066097833002,HD122135,False,False
0.03125171095141343,0.6825788321782619,HD125183,False,False
0.05344042749711295,1.2271607941202698,HD141004,False,False
0.03096196724236218,0.7055950475391681,HD142443,False,False
0.029805074385448868,0.6491396546007301,HD142639,False,False
0.026415739644688033,0.5849954718778166,HD139610,False,False
0.0254194572915141,0.5750252543359468,HD142862,False,False
0.0263959035704696,0.5992367781704036,HD143129,False,False
0.05976016945485149,1.218103011758229,HD142860,False,False
0.030607974324015255,0.6886788429961986,HD141589,False,False
0.03208197384985416,0.6660142747472155,HD141827,False,False
0.016307756731845896,0.3428180497725469,HD143896,False,False
0.032699012822184625,0.7180700426442305,HD143257,False,False
0.03144590360571504,0.6740571958311498,HD140346,False,False
0.044450987155180775,0.9130571445060616,HD182572,False,False
0.033750766975753826,0.7957345339772647,HD178665,False,False
0.025300215675535892,0.576785423039599,HD178596,False,False
0.030385278730385604,0.7059405248226697,HD186202,False,False
0.08293006926019339,1.7935587854110322,HD2151,False,False
0.0630775230211561,1.383600367079215,HD5457,False,False
0.060546751385849966,1.3012313941554559,HD197635,False,False
0.04761562689813585,1.0931322293175045,HD4332,False,False
0.04649968529044966,1.0973949504412799,HD15248,False,False
0.04044908536418048,0.8359372335239525,HD210056,False,False
0.029819693856567353,0.6936324377764763,HD38295,False,False
0.03010063851319476,0.6422933892116504,HD42747,False,False
0.06922123449916444,1.4710642428101213,HD48737,False,False
0.05585375027318688,1.2829107873146715,HD47156,False,False
0.04421766377117521,0.9790733856713054,HD46241,False,False
0.04442485445746585,0.9324670822086709,HD51814,False,False
0.047061978468091965,1.0351777094200643,HD45512,False,False
0.012348801944274177,0.27502586853583716,HD4849,False,False
0.03709211710091603,0.8262473301996701,HD65181,False,False
0.036445552310027815,0.7784551256604697,HD70942,False,False
0.044302266068600986,0.9079193766663088,HD  63734,False,False
0.05390082970762437,1.1546193677561032,HD82434,False,False
0.037431620274842335,0.8108033718032049,HD81134,False,False
0.027579689906677966,0.6712505664069327,HD76437,False,False
0.029475924236921042,0.6958102090996725,HD84369,False,False
,,HD61421,True,True
0.06399713305974639,1.418551647010536,HD55751,False,False
0.07186568588721456,1.7214185798757549,HD63241,False,False
0.08931156762912366,2.024243485922561,HD65695,False,False
0.03149374452033859,0.6904435056673812,HD79810,False,False
0.03134391032571557,0.706975238182612,HD84900,False,False
