e_pred_LDD,pred_LDD,target_id,pred_LDD_isnan,e_pred_LDD_isnan
0.0546925512860126,1.223903975259564,HD222368,False,False
0.036429925720084175,0.7290022456425467,HD1367,False,False
0.03245604196954692,0.716992829947771,HD222919,False,False
0.031372378195539535,0.6571940746358401,HD223292,False,False
0.031446300648415686,0.6665195109267822,HD218330,False,False
0.028297972244776256,0.5864458005701327,HD43,False,False
0.057660276106195354,1.1508770814514742,HD1581,False,False
0.036554215787459585,0.8486498645585541,HD68,False,False
0.034285571583403625,0.6969451039666238,HD218558,False,False
0.03199530561917584,0.7043163359154565,HD323,False,False
0.03300152992941622,0.7354886472499311,HD220757,False,False
0.028434059819088336,0.629507355902136,HD8025,False,False
0.0725270804954514,1.4089302622723543,HD30652,False,False
0.05900139188795551,1.3338193603882658,HD32263,False,False
0.03955087875147903,0.9245672524804411,HD30519,False,False
0.03422597714755767,0.7357870558040961,HD30507,False,False
0.04838941545212294,1.0434230281485875,HD30545,False,False
0.04386806071732061,0.939785306323769,HD33419,False,False
0.06736734353016392,1.5182725385795648,HD38393,False,False
0.032913004722609294,0.6794767884530764,HD38579,False,False
0.035073479685554354,0.7898939232351554,HD39913,False,False
0.038222204380430974,0.8488874092432545,HD40235,False,False
0.05048378796184265,1.000764030424126,HD62644,False,False
0.030235168859019827,0.6914601068102592,HD64181,False,False
0.025826652219223707,0.568163472246443,HD61574,False,False
0.02756441283783836,0.6205652269251326,HD65187,False,False
0.025452485320664655,0.5462082220542193,HD65491,False,False
0.027534768820465603,0.614622795861798,HD66162,False,False
0.06780866788676239,1.4039555287220002,HD67523,False,False
0.04609874913394024,1.0548007051198456,HD59936,False,False
0.044302266068600986,0.9619512324693555,HD63734,False,False
0.04145128038239023,0.89664005284195,HD71231,False,False
0.07514153877619495,1.5864626435796345,HD121370,False,False
0.043573309782967425,0.9440629112854069,HD118839,False,False
0.026577576563105207,0.5953116981995564,HD120540,False,False
0.057082120367211886,1.277879119813924,HD124850,False,False
0.033066151520847804,0.7752938674078341,HD125490,False,False
0.026041987453794727,0.6062362352722849,HD121981,False,False
0.02266013033158063,0.4783909160860782,HD123255,False,False
0.03407811735372247,0.7251403574030202,HD122135,False,False
0.03125171095141343,0.6661532347424026,HD125183,False,False
0.05344042749711295,1.0919399441066473,HD141004,False,False
0.03096196724236218,0.6599558752954963,HD142443,False,False
0.029805074385448868,0.6416124479534636,HD142639,False,False
0.026415739644688033,0.5770723847871478,HD139610,False,False
0.0254194572915141,0.5668031694790361,HD142862,False,False
0.0263959035704696,0.6022205095433724,HD143129,False,False
0.05976016945485149,1.3547040831045178,HD142860,False,False
0.030607974324015255,0.6931314825164749,HD141589,False,False
0.03208197384985416,0.7046382505664117,HD141827,False,False
0.016307756731845896,0.3820100627391226,HD143896,False,False
0.032699012822184625,0.6819309860756062,HD143257,False,False
0.03144590360571504,0.6836133212936911,HD140346,False,False
0.044450987155180775,0.9939106824057824,HD182572,False,False
0.033750766975753826,0.6775100754562626,HD178665,False,False
0.025300215675535892,0.5516591875849279,HD178596,False,False
0.030385278730385604,0.6592809861813399,HD186202,False,False
0.08293006926019339,1.939447750677683,HD2151,False,False
0.0630775230211561,1.317777031957866,HD5457,False,False
0.060546751385849966,1.419560975956503,HD197635,False,False
0.04761562689813585,1.0531565163590246,HD4332,False,False
0.04649968529044966,1.0031776577186817,HD15248,False,False
0.04044908536418048,0.8849693496068923,HD210056,False,False
0.029819693856567353,0.62505870839795,HD38295,False,False
0.03010063851319476,0.6835443062158415,HD42747,False,False
0.06922123449916444,1.6157862212615282,HD48737,False,False
0.05585375027318688,1.1896922578859548,HD47156,False,False
0.04421766377117521,0.9875343400686105,HD46241,False,False
0.04442485445746585,0.9248571480901082,HD51814,False,False
0.047061978468091965,1.0273409640821212,HD45512,False,False
0.012348801944274177,0.2601582514093977,HD4849,False,False
0.03709211710091603,0.7845427040063044,HD65181,False,False
0.036445552310027815,0.7866964993188589,HD70942,False,False
0.044302266068600986,0.9285483156603037,HD  63734,False,False
0.05390082970762437,1.0808912399019064,HD82434,False,False
0.037431620274842335,0.7929041849571161,HD81134,False,False
0.027579689906677966,0.5617077100824386,HD76437,False,False
0.029475924236921042,0.6601694272618908,HD84369,False,False
,,HD61421,True,True
0.06399713305974639,1.3909142935647416,HD55751,False,False
0.07186568588721456,1.6523044445769726,HD63241,False,False
0.08931156762912366,1.9959938204366352,HD65695,False,False
0.03149374452033859,0.6718542711053762,HD79810,False,False
0.03134391032571557,0.6762681403072571,HD84900,False,False
