level_0,level_1,logg,teff,feh,u_lambda_0,u_lambda_1,u_lambda_2,u_lambda_3,u_lambda_4,u_lambda_5,s_lambda_0,s_lambda_1,s_lambda_2,s_lambda_3,s_lambda_4,s_lambda_5,Dist,Hpmag_dr,BTmag_dr,VTmag_dr,BPmag_dr,RPmag_dr,BC_Hp,BC_BT,BC_VT,BC_BP,BC_RP,f_bol_Hp,f_bol_BT,f_bol_VT,f_bol_BP,f_bol_RP,f_bol_final,L_star_final
HD67523,0,2.453832201731749,6712.412094201131,0.17923204728541364,0.22878909427816752,0.22878909427816752,0.22878909427816752,0.22878909427816752,0.22878909427816752,0.22878909427816752,1.0,1.0,1.0,1.0,1.0,1.0,19.344301568004436,2.920636329369544,3.3345493624518663,2.841885260664778,3.3181714251071495,2.51183492561371,-0.005,-0.36700000000000005,0.048,-0.045,0.457,1.7330314451845102e-06,1.6521186343284564e-06,1.7746261238358825e-06,1.2467873998190567e-06,1.650163605159073e-06,1.684483758670878e-06,19.702074699816556
HD67523,1,2.5118902363442985,6709.174542222243,0.24188789922549464,0.22496586785274425,0.22496586785274425,0.22496586785274425,0.22496586785274425,0.22496586785274425,0.22496586785274425,1.0,1.0,1.0,1.0,1.0,1.0,19.272540938895354,2.908760340018205,3.3349655641126055,2.846293031875736,3.32606619741926,2.5355640293229995,-0.004,-0.376,0.05,-0.045,0.46299999999999997,1.7504787323927958e-06,1.66523200406626e-06,1.76418352430447e-06,1.2377544479480804e-06,1.6055926186358097e-06,1.6993306953968742e-06,19.72853703080046
HD121370,0,3.8384970209225555,,0.53173567904713,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,2.795469640154775,3.380587464156173,2.7317002713548764,3.2017475405640536,2.357524843190275,0.03,-0.141,0.068,0.013000000000000001,0.23,1.8830988518547473e-06,1.2859556442692128e-06,1.928327816578874e-06,1.315715401284449e-06,2.344504320284384e-06,1.5248129273034265e-06,
HD121370,1,3.8316262175380866,,0.4465323800037846,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,2.7954645714498847,3.381771305728984,2.7227657309018736,3.2530051287728914,2.3220106010567028,0.023,-0.14400000000000002,0.061,0.006999999999999999,0.223,1.8952877083732175e-06,1.2881085186096776e-06,1.9568371389575223e-06,1.2619987453107365e-06,2.4381293034635444e-06,1.5309801945150936e-06,
HD124850,0,2.8875631141521754,6293.205429308051,-0.3798671591601338,0.22302919892148876,0.22302919892148876,0.22302919892148876,0.22302919892148876,0.22302919892148876,0.22302919892148876,1.0,1.0,1.0,1.0,1.0,1.0,21.970482009692756,4.1861599214537275,4.678328050426379,4.133892074823496,4.2080782987391485,3.4920798163096527,-0.10400000000000001,-0.526,-0.055999999999999994,-0.145,0.474,5.9183004113606e-07,5.547914436288474e-07,5.941610039175775e-07,6.023232883465029e-07,6.586111033824869e-07,5.696068826317324e-07,8.593961893481977
HD124850,1,3.079993196258766,6267.369158793775,-0.6777837094724463,0.21043347638859247,0.21043347638859247,0.21043347638859247,0.21043347638859247,0.21043347638859247,0.21043347638859247,1.0,1.0,1.0,1.0,1.0,1.0,21.996334315859976,4.184891415669991,4.662812127169689,4.134554253815488,4.208664283903596,3.4890283047552244,-0.13,-0.539,-0.086,-0.16899999999999998,0.455,6.068822120932783e-07,5.695555966848061e-07,6.104347844866102e-07,6.154535216452657e-07,6.721243859818668e-07,5.844862428481949e-07,8.839219984510647
HD141004,0,4.3329098514085915,5889.457135352539,-0.23309135399734848,0.28892160099828046,0.28892160099828046,0.28892160099828046,0.28892160099828046,0.28892160099828046,0.28892160099828046,1.0,1.0,1.0,1.0,1.0,1.0,11.88737274145427,4.542635801054336,5.142434884278606,4.497460650473595,4.57019542601506,3.789896758037787,-0.177,-0.765,-0.12300000000000001,-0.22699999999999998,0.53,4.5583393572874846e-07,4.509070451278507e-07,4.521439399998467e-07,4.6535330666770733e-07,4.754471751765986e-07,4.528778013682098e-07,2.0002847328242974
HD141004,1,4.197673647131763,5901.468714043989,-0.04782789862908493,0.24907030206298558,0.24907030206298558,0.24907030206298558,0.24907030206298558,0.24907030206298558,0.24907030206298558,1.0,1.0,1.0,1.0,1.0,1.0,11.932870964584517,4.543712361170711,5.156498050647254,4.481949393571583,4.569085341065407,3.7844864508621643,-0.16399999999999998,-0.772,-0.10800000000000001,-0.218,0.5429999999999999,4.499621986153481e-07,4.479832275723401e-07,4.5235689793829426e-07,4.619838972603265e-07,4.721352150750339e-07,4.4877481598954323e-07,1.9973647990538057
HD142860,0,3.903114060899964,6410.831708403601,-0.18891177251625205,0.20547391018512687,0.20547391018512687,0.20547391018512687,0.20547391018512687,0.20547391018512687,0.20547391018512687,1.0,1.0,1.0,1.0,1.0,1.0,11.168524812175407,3.944599918990149,4.423175464799368,3.8863971209661328,3.9944537784780687,3.29262360961741,-0.10800000000000001,-0.537,-0.059000000000000004,-0.14400000000000002,0.461,7.420292192481845e-07,7.089094876045304e-07,7.483454565378359e-07,7.326211687484635e-07,8.00961296276834e-07,7.221573802619921e-07,2.8155452150451263
HD142860,1,3.9804539559802214,6444.632243238574,-0.26300432669450713,0.22811131716515806,0.22811131716515806,0.22811131716515806,0.22811131716515806,0.22811131716515806,0.22811131716515806,1.0,1.0,1.0,1.0,1.0,1.0,11.146202498324516,3.945333141052489,4.385322441080772,3.872549959524657,3.9986846135802674,3.293244853611121,-0.113,-0.528,-0.065,-0.147,0.45,7.449510184286405e-07,7.280010374400487e-07,7.62150942148924e-07,7.317911099202948e-07,8.086545475578168e-07,7.347810298354854e-07,2.853322219825504
HD182572,0,4.159287574913116,,0.4621519220404623,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,14.901652620613584,5.308682263014437,6.1136285940477295,5.237672573299913,5.350594987020043,4.445912395025556,0.009000000000000001,-0.18100000000000002,0.05,-0.006,0.228,1.8966538172405766e-07,1.0764888528486461e-07,1.9498084371257706e-07,1.850218332812114e-07,3.4315949230515396e-07,1.4045548386054185e-07,0.9748697529201253
HD182572,1,4.137710929485273,,0.3058277754215638,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,14.892260863101104,5.308711492738028,6.091540999262136,5.249745216021689,5.350128003122507,4.446679313646551,-0.004,-0.18600000000000003,0.036000000000000004,-0.018000000000000002,0.215,1.9194481169240096e-07,1.1036835635582296e-07,1.953272736233862e-07,1.8715859375314392e-07,3.47047762845928e-07,1.4299893849045416e-07,0.9912726162017327
HD2151,0,3.4950767093225914,5818.388758104629,-0.3278260633167108,0.30803927314738,0.30803927314738,0.30803927314738,0.30803927314738,0.30803927314738,0.30803927314738,1.0,1.0,1.0,1.0,1.0,1.0,7.464670769385055,2.9306224639642844,3.5418996185126055,2.8472251986045265,3.315955212628387,2.3707526513481305,-0.185,-0.77,-0.133,-0.239,0.532,2.0268051029315057e-06,1.9783408890210146e-06,2.086271835687165e-06,1.4937533407592966e-06,1.7537186240417526e-06,1.9977265745852112e-06,3.4793361378952214
HD2151,1,4.1117234275078784,5818.567595863878,-0.1558745295520108,0.3084547079492842,0.3084547079492842,0.3084547079492842,0.3084547079492842,0.3084547079492842,0.3084547079492842,1.0,1.0,1.0,1.0,1.0,1.0,7.488440700985503,2.9307958464979964,3.5566071140915634,2.858540086769935,3.276482135796311,2.3895217617195015,-0.182,-0.8009999999999999,-0.127,-0.237,0.544,2.0208898192891766e-06,2.008251634025577e-06,2.0532646960398463e-06,1.5462087275866933e-06,1.7047169130464363e-06,2.013306908131017e-06,3.5288386317552036
HD48737,0,3.655035642362254,6368.321040323671,-0.05192434264267601,0.23311787368264444,0.23311787368264444,0.23311787368264444,0.23311787368264444,0.23311787368264444,0.23311787368264444,1.0,1.0,1.0,1.0,1.0,1.0,18.54065145927509,3.441445819319421,3.876907460617142,3.3940255779164143,3.552610524936684,2.8462478515012366,-0.09699999999999999,-0.546,-0.046,-0.13699999999999998,0.48100000000000004,1.167569245582682e-06,1.182219151272751e-06,1.163726016141405e-06,1.09349490707754e-06,1.1862106913902072e-06,1.1763591889967234e-06,12.639472642392883
HD48737,1,3.6208899119253406,6364.108886714939,0.10523246852230651,0.24032438079036425,0.24032438079036425,0.24032438079036425,0.24032438079036425,0.24032438079036425,0.24032438079036425,1.0,1.0,1.0,1.0,1.0,1.0,18.410155574434196,3.441465539703018,3.8788252408882276,3.3815936380236717,3.5472996326307107,2.841815119434701,-0.086,-0.555,-0.032,-0.128,0.496,1.1557788922085182e-06,1.189955931869754e-06,1.162046533361177e-06,1.0897857419707802e-06,1.1747215256704884e-06,1.1762851160052597e-06,12.461391604863758
HD82434,0,3.8812526060953476,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,3.657492175178845,4.004944618956044,3.6224364834749707,3.7054794770186255,3.186308202916161,,,,,,,,,,,,
HD82434,1,3.7915878084018795,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,3.6577795703864355,4.006310026264386,3.6252360086380033,3.693222561296224,3.189112807663806,,,,,,,,,,,,
HD61421,0,3.7367235679568207,,-0.03720047869642146,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,3.498594904424162,,,,,,-0.008,-0.152,0.026000000000000002,-0.023,0.18899999999999997,,,,,,,
HD61421,1,4.122342214341463,,-0.11275320874033475,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,3.5045130849175687,,,,,,-0.035,-0.204,0.003,-0.048,0.185,,,,,,,
