column,frac_nan,n_nan,n_total
dict_key,0.0,0,28
index,0.0,0,28
MJD,0.0,0,28
TEL_PAIR,0.0,0,28
VIS2,0.0,0,28
FLAG,0.0,0,28
BASELINE,0.0,0,28
WAVELENGTH,0.0,0,28
LDD_FIT,0.07142857142857142,2,28
LDD_PRED,1.0,28,28
e_LDD_PRED,1.0,28,28
u_LLD,1.0,28,28
C_SCALE,0.0,0,28
SEQ_ORDER,0.0,0,28
UDD_FIT,0.07142857142857142,2,28
C_SCALE_UDD,0.0,0,28
