level_0,level_1,logg,teff,feh,u_lambda_0,u_lambda_1,u_lambda_2,u_lambda_3,u_lambda_4,u_lambda_5,s_lambda_0,s_lambda_1,s_lambda_2,s_lambda_3,s_lambda_4,s_lambda_5,Dist,Hpmag_dr,BTmag_dr,VTmag_dr,BPmag_dr,RPmag_dr,BC_Hp,BC_BT,BC_VT,BC_BP,BC_RP,f_bol_Hp,f_bol_BT,f_bol_VT,f_bol_BP,f_bol_RP,f_bol_final,L_star_final
HD222368,0,4.295973736653765,6164.095825960582,0.07401040481024537,0.25287049316208465,0.25287049316208465,0.25287049316208465,0.25287049316208465,0.25287049316208465,0.25287049316208465,1.0,1.0,1.0,1.0,1.0,1.0,13.602167997399224,4.236963000499078,4.731243650829261,4.17417306018573,4.260379558076406,3.551932467564023,-0.12300000000000001,-0.662,-0.067,-0.16899999999999998,0.52,5.747457578190651e-07,5.98912688787845e-07,5.783513458791046e-07,5.868257350189639e-07,5.974313215195723e-07,5.892459164003331e-07,3.4076256266626346
HD222368,1,4.223846413770954,6173.2411752988555,-0.1693498933138885,0.23498291054993087,0.23498291054993087,0.23498291054993087,0.23498291054993087,0.23498291054993087,0.23498291054993087,1.0,1.0,1.0,1.0,1.0,1.0,13.629041751929897,4.2368058995756845,4.710671267877885,4.178695992665226,4.261998374267208,3.556729435640553,-0.13699999999999998,-0.64,-0.085,-0.179,0.49700000000000005,5.82289038699536e-07,5.98125705648639e-07,5.855750680843063e-07,5.913731806129671e-07,6.075320591692984e-07,5.917910388689978e-07,3.435880525922203
HD1581,0,4.020018854888461,6107.207536854579,-0.5723746466714799,0.2584444047472331,0.2584444047472331,0.2584444047472331,0.2584444047472331,0.2584444047472331,0.2584444047472331,1.0,1.0,1.0,1.0,1.0,1.0,8.609243876758859,4.344412952206306,4.88962231478048,4.2685158393085985,4.3694482943564745,3.602459656247864,-0.16699999999999998,-0.644,-0.12,-0.20600000000000002,0.475,5.421204544985637e-07,5.091104936902921e-07,5.567428379796249e-07,5.491382013552224e-07,5.943976888728846e-07,5.223144780136008e-07,1.2100438544768282
HD1581,1,3.9148393716385157,6107.279659762275,-0.49716617641099886,0.25596324364737566,0.25596324364737566,0.25596324364737566,0.25596324364737566,0.25596324364737566,0.25596324364737566,1.0,1.0,1.0,1.0,1.0,1.0,8.618427850033356,4.344392459708109,4.8847844561393385,4.280767903157596,4.372606133118414,3.5991398109222033,-0.16,-0.642,-0.113,-0.201,0.48100000000000004,5.386466841927619e-07,5.104429291526158e-07,5.469577915871918e-07,5.450276326826212e-07,5.929322195562173e-07,5.217244311686744e-07,1.2112570004275887
HD30652,0,4.264630699130984,6531.009323407903,-0.042565689438194984,0.22518148528495308,0.22518148528495308,0.22518148528495308,0.22518148528495308,0.22518148528495308,0.22518148528495308,1.0,1.0,1.0,1.0,1.0,1.0,8.024993409118288,3.286948196093148,3.720604716161766,3.2184126142855436,3.5061958570912783,2.696280374354556,-0.096,-0.518,-0.046,-0.129,0.45399999999999996,1.3448743053481355e-06,1.3305128955877224e-06,1.3680309690766968e-06,1.1328766663396776e-06,1.3962038296419217e-06,1.3362574594918877e-06,2.6897910040342228
HD30652,1,4.360839652090686,6540.209505375134,0.15556058041363757,0.22180191478815495,0.22180191478815495,0.22180191478815495,0.22180191478815495,0.22180191478815495,0.22180191478815495,1.0,1.0,1.0,1.0,1.0,1.0,8.04838489251026,3.2872650951235816,3.732840435446027,3.223546583121356,3.477168886710059,2.7083213643886523,-0.081,-0.524,-0.027999999999999997,-0.11599999999999999,0.47200000000000003,1.3260348454823024e-06,1.3228932498963259e-06,1.3391904430900934e-06,1.149723530855219e-06,1.3581021254193846e-06,1.3241498881307165e-06,2.6809804550609546
HD38393,0,4.4239689469981185,6876.835447747274,-0.21528038881630768,0.21759017474119882,0.21759017474119882,0.21759017474119882,0.21759017474119882,0.21759017474119882,0.21759017474119882,1.0,1.0,1.0,1.0,1.0,1.0,8.915949994201931,3.697164294410392,4.158520460079377,3.651756174484526,3.796870695321775,3.0418976091452397,-0.094,-0.435,-0.048,-0.11800000000000001,0.38,9.200157386869379e-07,8.23479497064954e-07,9.195143364284976e-07,8.580501992767657e-07,1.0871811929806142e-06,8.620939937137475e-07,2.142046492187899
HD38393,1,4.653936178951587,6887.51798193641,-0.26441128772724404,0.21108698052038563,0.21108698052038563,0.21108698052038563,0.21108698052038563,0.21108698052038563,0.21108698052038563,1.0,1.0,1.0,1.0,1.0,1.0,8.907412527465366,3.6976264422563196,4.180966419163259,3.6241433258080322,3.792763494054637,3.0442287811221886,-0.105,-0.449,-0.06,-0.127,0.373,9.289886280544321e-07,8.170984882142047e-07,9.536821286186276e-07,8.68471511852359e-07,1.0918663007816488e-06,8.618545441502956e-07,2.137352401668011
HD62644,0,4.115850231265785,5182.43805775827,0.09828382172550217,0.3588356064833875,0.3588356064833875,0.3588356064833875,0.3588356064833875,0.3588356064833875,0.3588356064833875,1.0,1.0,1.0,1.0,1.0,1.0,23.04408236675517,5.187242779578281,5.9811783809558365,5.137520445366647,5.230306100465042,4.280873934834567,-0.325,-1.262,-0.271,-0.41200000000000003,0.602,2.885119876762456e-07,3.291467886804509e-07,2.8737752257391795e-07,3.0042670490760486e-07,2.8308144297481846e-07,3.128928682787688e-07,5.193420973846688
HD62644,1,3.6308447709636993,5201.443325753579,-0.0075258875025173855,0.3578151625013453,0.3578151625013453,0.3578151625013453,0.3578151625013453,0.3578151625013453,0.3578151625013453,1.0,1.0,1.0,1.0,1.0,1.0,23.41730196611873,5.186019234394917,5.988022407963864,5.127113792719838,5.229459015910695,4.283477669824153,-0.319,-1.226,-0.263,-0.40399999999999997,0.595,2.872455311802871e-07,3.1641131922462025e-07,2.8801523269372493e-07,2.984539755481311e-07,2.842299945310031e-07,3.0474500400688697e-07,5.22335246301146
