fraction_vis2_above_one,has_vis2_above_one,max_baseline_m,max_night,max_point_id,max_telescope_pair,max_vis2_corrected,max_wavelength_index,max_wavelength_um,n_finite_vis2_points,n_vis2_above_one,percent_vis2_above_one,period,point_ids_vis2_above_one,sequence,star
0.0,False,37.75692793843696,2022-02-25,P31,3-4,0.9885348513202455,1,1.580999992256693,72,0,0.0,106,,bright,ksi_Gem
0.0,False,78.40296593437404,2022-02-28,P71,3-4,0.9664318644891763,5,1.7730000081428443,72,0,0.0,106,,faint,ksi_Gem
