level_0,level_1,logg,teff,feh,u_lambda_0,u_lambda_1,u_lambda_2,u_lambda_3,u_lambda_4,u_lambda_5,s_lambda_0,s_lambda_1,s_lambda_2,s_lambda_3,s_lambda_4,s_lambda_5,Dist,Hpmag_dr,BTmag_dr,VTmag_dr,BPmag_dr,RPmag_dr,BC_Hp,BC_BT,BC_VT,BC_BP,BC_RP,f_bol_Hp,f_bol_BT,f_bol_VT,f_bol_BP,f_bol_RP,f_bol_final,L_star_final
HD222368,0,4.407784705437657,6388.701504717676,-0.07850500197704427,0.250503825088331,0.250503825088331,0.250503825088331,0.250503825088331,0.250503825088331,0.250503825088331,1.0,1.0,1.0,1.0,1.0,1.0,13.585743709572244,4.237629743040243,4.739262141606865,4.196890945476634,4.260237659524078,3.5562337616300748,-0.113,-0.5710000000000001,-0.062,-0.149,0.473,5.691268531307036e-07,5.467088673541095e-07,5.637734199192759e-07,5.761902576071981e-07,6.213945930271517e-07,5.556760616647471e-07,3.205734479481104
HD1581,0,3.8096243862684545,5849.944708044245,-0.3548106482465321,0.30865795286399667,0.30865795286399667,0.30865795286399667,0.30865795286399667,0.30865795286399667,0.30865795286399667,1.0,1.0,1.0,1.0,1.0,1.0,8.604896880555684,4.344721507251075,4.885579689670941,4.280151310154625,4.370869742790225,3.6012581517098003,-0.185,-0.76,-0.133,-0.23600000000000002,0.525,5.510263556976267e-07,5.686291229351284e-07,5.574429798854784e-07,5.637844296172973e-07,5.682739051953266e-07,5.615880160401278e-07,1.2997151981607675
HD30652,0,4.112948003650509,6445.7092323205425,-0.09292834941053582,0.2094160019909775,0.2094160019909775,0.2094160019909775,0.2094160019909775,0.2094160019909775,0.2094160019909775,1.0,1.0,1.0,1.0,1.0,1.0,8.035874274121246,3.285580468725793,3.736997667091375,3.217634429594304,3.5164429017093073,2.7078536368221795,-0.10300000000000001,-0.537,-0.053,-0.139,0.46299999999999997,1.355279243866164e-06,1.3337115365012791e-06,1.3778666951658958e-06,1.1326189248698321e-06,1.369996696420268e-06,1.342338619447233e-06,2.7093641325676328
HD38393,0,4.192470519386104,6286.133983125906,-0.26374208478256966,0.21510176481487497,0.21510176481487497,0.21510176481487497,0.21510176481487497,0.21510176481487497,0.21510176481487497,1.0,1.0,1.0,1.0,1.0,1.0,8.90606100375184,3.6972096426715764,4.169542491169272,3.6434141318290756,3.8036036282050336,3.041645328124937,-0.131,-0.5920000000000001,-0.08199999999999999,-0.16899999999999998,0.473,9.518688562378013e-07,9.419849803708381e-07,9.560823963242761e-07,8.937571380748362e-07,9.981661626078123e-07,9.459385307176234e-07,2.345164289232445
HD62644,0,3.4676348287611725,5656.1594641994925,-0.028073354444007437,0.3155623321347277,0.3155623321347277,0.3155623321347277,0.3155623321347277,0.3155623321347277,0.3155623321347277,1.0,1.0,1.0,1.0,1.0,1.0,23.160533520670306,5.1858078776623495,6.015251063159635,5.126736680678426,5.229411083329303,4.282775254525187,-0.20199999999999999,-0.898,-0.14400000000000002,-0.267,0.5710000000000001,2.579513609635178e-07,2.281185221494911e-07,2.5820598365340854e-07,2.630852751189337e-07,2.9077085456143575e-07,2.400516576751018e-07,4.0247680211888825
HD67523,0,2.483543494733017,6399.314157319592,0.30264578999952296,0.18568619876125717,0.18568619876125717,0.18568619876125717,0.18568619876125717,0.18568619876125717,0.18568619876125717,1.0,1.0,1.0,1.0,1.0,1.0,19.546758057270626,2.9137536019166363,3.3139766477785235,2.8444608989871094,3.282654354555521,2.5474432254648898,-0.040999999999999995,-0.515,0.019,-0.09,0.517,1.8028497494364859e-06,1.929613440625638e-06,1.8183463747969707e-06,1.3427625891376994e-06,1.5110668722152297e-06,1.8789079641499774e-06,22.43850962585464
HD121370,0,3.398085827645688,6149.299591645834,0.43475224415271957,0.23937551175305166,0.23937551175305166,0.23937551175305166,0.23937551175305166,0.23937551175305166,0.23937551175305166,1.0,1.0,1.0,1.0,1.0,1.0,,2.7956816999241774,3.372819984630513,2.729852857397256,3.24980550826332,2.3525630234239157,-0.091,-0.6809999999999999,-0.027999999999999997,-0.147,0.5579999999999999,2.104690761169113e-06,2.1297713511827112e-06,2.1101815992665774e-06,1.4586086049884919e-06,1.7411483084951397e-06,2.1197391151772716e-06,
HD124850,0,3.201487100658875,6120.741134176399,-0.4667130826170343,0.22263326343133194,0.22263326343133194,0.22263326343133194,0.22263326343133194,0.22263326343133194,0.22263326343133194,1.0,1.0,1.0,1.0,1.0,1.0,22.040276117360857,4.185412437440912,4.6631266082667375,4.113291391262559,4.209649012426424,3.478420779087083,-0.141,-0.609,-0.094,-0.185,0.48700000000000004,6.127678902177568e-07,6.073098588100083e-07,6.271109991890993e-07,6.240241101686378e-07,6.590109988544202e-07,6.094930713731076e-07,9.254263482124388
HD141004,0,4.113652049270298,5963.192761683843,-0.023332698427736845,0.26042038893372943,0.26042038893372943,0.26042038893372943,0.26042038893372943,0.26042038893372943,0.26042038893372943,1.0,1.0,1.0,1.0,1.0,1.0,11.933018668643937,4.543816491864566,5.143654077804136,4.479382333625726,4.569332135729883,3.785079860279319,-0.153,-0.741,-0.09699999999999999,-0.205,0.5379999999999999,4.453837605724922e-07,4.405541975605889e-07,4.488570400191365e-07,4.563815934405007e-07,4.740553263265596e-07,4.4248602276535023e-07,1.9694239826764584
HD142860,0,4.252156113770923,6386.821943614488,-0.0885979376589783,0.23046382883124983,0.23046382883124983,0.23046382883124983,0.23046382883124983,0.23046382883124983,0.23046382883124983,1.0,1.0,1.0,1.0,1.0,1.0,11.179153148953356,3.945135807070275,4.388972877726122,3.894227317207299,4.013336748204712,3.2914747527649553,-0.111,-0.564,-0.06,-0.14800000000000002,0.47200000000000003,7.437151899845385e-07,7.500182369655507e-07,7.43652509371469e-07,7.226471185907179e-07,7.937268532341262e-07,7.47497018173146e-07,2.9198887280837322
