level_0,level_1,logg,teff,feh,u_lambda_0,u_lambda_1,u_lambda_2,u_lambda_3,u_lambda_4,u_lambda_5,s_lambda_0,s_lambda_1,s_lambda_2,s_lambda_3,s_lambda_4,s_lambda_5,Dist,Hpmag_dr,BTmag_dr,VTmag_dr,BPmag_dr,RPmag_dr,BC_Hp,BC_BT,BC_VT,BC_BP,BC_RP,f_bol_Hp,f_bol_BT,f_bol_VT,f_bol_BP,f_bol_RP,f_bol_final,L_star_final
HD222368,0,4.474965938601711,6282.598101200249,-0.12514341227254716,0.2593702889274544,0.2593702889274544,0.2593702889274544,0.2593702889274544,0.2593702889274544,0.2593702889274544,1.0,1.0,1.0,1.0,1.0,1.0,13.680889107475272,4.2368915548541395,4.700773407195254,4.173493490021345,4.259738165216422,3.5620219904444017,-0.127,-0.61,-0.075,-0.165,0.485,5.76905066045207e-07,5.871534428413216e-07,5.829933200471644e-07,5.850132580777579e-07,6.112968789614415e-07,5.830540921228758e-07,3.4109591513791147
HD222368,1,4.5756354219393165,6340.218280154385,-0.042969690700694334,0.2662399480526806,0.2662399480526806,0.2662399480526806,0.2662399480526806,0.2662399480526806,0.2662399480526806,1.0,1.0,1.0,1.0,1.0,1.0,13.735757857155207,4.236565303905814,4.709720622178243,4.177319000309593,4.260762306698248,3.5552870357789104,-0.11699999999999999,-0.597,-0.065,-0.155,0.484,5.717877582867062e-07,5.754038001291285e-07,5.756166856307123e-07,5.791033162768616e-07,6.156674032739163e-07,5.739573833921595e-07,3.3847291742588483
HD222368,2,4.602849836851209,6388.3057362932705,-0.14783612761501047,0.23372270586197272,0.23372270586197272,0.23372270586197272,0.23372270586197272,0.23372270586197272,0.23372270586197272,1.0,1.0,1.0,1.0,1.0,1.0,13.665658529896579,4.237210193092373,4.693054400711911,4.179688664217604,4.262056431297166,3.553934639042919,-0.121,-0.578,-0.071,-0.156,0.467,5.735574132431116e-07,5.741683040413622e-07,5.775445752168163e-07,5.789464591498038e-07,6.261625926397877e-07,5.739239477220619e-07,3.350074778260474
HD1581,0,3.873500553615732,5764.118677879307,-0.48710158766997763,0.2654226833078251,0.2654226833078251,0.2654226833078251,0.2654226833078251,0.2654226833078251,0.2654226833078251,1.0,1.0,1.0,1.0,1.0,1.0,8.590722980165594,4.344268745635518,4.889989630046241,4.29594373624352,4.369419859414021,3.5996873614628053,-0.205,-0.795,-0.155,-0.258,0.525,5.615048041669233e-07,5.848777802111058e-07,5.606392254336246e-07,5.760935739072943e-07,5.690966512075557e-07,5.755285897934328e-07,1.3275942336654583
HD1581,1,3.9793924570796424,5902.278491514715,-0.5373126544079161,0.2691074759101693,0.2691074759101693,0.2691074759101693,0.2691074759101693,0.2691074759101693,0.2691074759101693,1.0,1.0,1.0,1.0,1.0,1.0,8.594986998137564,4.343802706060928,4.904421451500438,4.279643475048028,4.368381393884314,3.5998053688266802,-0.18899999999999997,-0.7290000000000001,-0.14,-0.235,0.505,5.535283795917267e-07,5.431157460085663e-07,5.613110406561066e-07,5.645578065491666e-07,5.796139469231258e-07,5.472807994418305e-07,1.2636874874048962
HD1581,2,3.7219197298330666,5797.801462099638,-0.4939241269859838,0.3118408945170247,0.3118408945170247,0.3118408945170247,0.3118408945170247,0.3118408945170247,0.3118408945170247,1.0,1.0,1.0,1.0,1.0,1.0,8.605316854650717,4.344316652422539,4.878513068227427,4.276252962565323,4.368590649202342,3.6003875928703075,-0.19899999999999998,-0.774,-0.149,-0.25,0.521,5.583857334201114e-07,5.79770010901699e-07,5.677534600489378e-07,5.723012769847324e-07,5.708288802493259e-07,5.71216299909064e-07,1.3221275321929926
HD30652,0,4.1643768591829025,6328.39505006311,-0.04122333201324339,0.22668093758070282,0.22668093758070282,0.22668093758070282,0.22668093758070282,0.22668093758070282,0.22668093758070282,1.0,1.0,1.0,1.0,1.0,1.0,8.037208360099013,3.2866506102317223,3.73508824839466,3.232578755045106,3.508035883758582,2.7081230821127193,-0.111,-0.583,-0.059000000000000004,-0.15,0.486,1.3639571618767118e-06,1.393880926245907e-06,1.3665624169147132e-06,1.1530459670952078e-06,1.3409473976598847e-06,1.381911420498229e-06,2.790163710971619
HD30652,1,4.297449685525926,6557.987728331528,0.031009513918284836,0.21021665306628134,0.21021665306628134,0.21021665306628134,0.21021665306628134,0.21021665306628134,0.21021665306628134,1.0,1.0,1.0,1.0,1.0,1.0,8.018644952457867,3.286469645503719,3.741604660335151,3.227989002531822,3.507909341763209,2.714287544618606,-0.08900000000000001,-0.512,-0.038,-0.122,0.456,1.3368205604575527e-06,1.2978338897439614e-06,1.3460629594241057e-06,1.123821245218258e-06,1.3707111855025524e-06,1.3134285580293978e-06,2.6396567030405973
HD30652,2,4.199514681629278,6427.585616875938,0.08629768295755613,0.22678923273220913,0.22678923273220913,0.22678923273220913,0.22678923273220913,0.22678923273220913,0.22678923273220913,1.0,1.0,1.0,1.0,1.0,1.0,8.031278285633567,3.2855959354700124,3.7193146868324374,3.2291578451121827,3.5170202667016888,2.6965439675204164,-0.09300000000000001,-0.5529999999999999,-0.04,-0.131,0.48200000000000004,1.3428348397198913e-06,1.3757359934794046e-06,1.3470937978091105e-06,1.1237064351620186e-06,1.3603272178041388e-06,1.3625755319755994e-06,2.7470651569330493
HD38393,0,4.213102790576162,6403.746146067171,-0.2186661388619019,0.19692291854554067,0.19692291854554067,0.19692291854554067,0.19692291854554067,0.19692291854554067,0.19692291854554067,1.0,1.0,1.0,1.0,1.0,1.0,8.910122547687363,3.697458772656649,4.165470461707418,3.6304664162097686,3.8018758672976105,3.0419881540557276,-0.11800000000000001,-0.5539999999999999,-0.07,-0.153,0.45899999999999996,9.403238804317719e-07,9.130042306427072e-07,9.56917304275641e-07,8.820853875854047e-07,1.0108011166387096e-06,9.23932090558333e-07,2.2926957790397466
