column,frac_nan,n_nan,n_total
dict_key,0.0,0,66
dict_star,0.0,0,66
dict_sequence,0.0,0,66
dict_period,0.0,0,66
index,0.0,0,66
MJD,0.0,0,66
TEL_PAIR,0.0,0,66
VIS2,0.0,0,66
FLAG,0.0,0,66
BASELINE,0.0,0,66
WAVELENGTH,0.0,0,66
LDD_FIT,0.045454545454545456,3,66
LDD_PRED,1.0,66,66
e_LDD_PRED,1.0,66,66
u_LLD,1.0,66,66
C_SCALE,0.0,0,66
SEQ_ORDER,0.0,0,66
UDD_FIT,0.045454545454545456,3,66
C_SCALE_UDD,0.0,0,66
