fraction_vis2_above_one,has_vis2_above_one,max_baseline_m,max_night,max_point_id,max_telescope_pair,max_vis2_corrected,max_wavelength_index,max_wavelength_um,n_finite_vis2_points,n_vis2_above_one,percent_vis2_above_one,period,point_ids_vis2_above_one,sequence,star
0.034722222222222224,True,57.98194011580841,2022-02-25,P56,2-3,1.0877280242674896,2,1.6290000530716497,144,5,3.4722222222222223,,P55;P56;P57;P58;P59,combined,ksi_Gem
