level_0,level_1,logg,teff,feh,u_lambda_0,u_lambda_1,u_lambda_2,u_lambda_3,u_lambda_4,u_lambda_5,s_lambda_0,s_lambda_1,s_lambda_2,s_lambda_3,s_lambda_4,s_lambda_5,Dist,Hpmag_dr,BTmag_dr,VTmag_dr,BPmag_dr,RPmag_dr,BC_Hp,BC_BT,BC_VT,BC_BP,BC_RP,f_bol_Hp,f_bol_BT,f_bol_VT,f_bol_BP,f_bol_RP,f_bol_final,L_star_final
HD222368,0,4.603004492625193,6182.543002431038,-0.14660815161127522,0.2557973748037681,0.2557973748037681,0.2557973748037681,0.2557973748037681,0.2557973748037681,0.2557973748037681,1.0,1.0,1.0,1.0,1.0,1.0,13.668589996997472,4.238151157448013,4.733269907427652,4.182321701003364,4.2609426913479425,3.5521482174540107,-0.139,-0.653,-0.087,-0.18,0.499,5.826402880543655e-07,5.928611767116569e-07,5.84698923482052e-07,5.924939199968644e-07,6.08978117935934e-07,5.887728212487405e-07,3.4382243568343753
HD222368,1,4.338323889848423,6161.213586970012,-0.03954812221979164,0.2509154285016374,0.2509154285016374,0.2509154285016374,0.2509154285016374,0.2509154285016374,0.2509154285016374,1.0,1.0,1.0,1.0,1.0,1.0,13.631404948115632,4.23688742578316,4.716142027803776,4.15318513586956,4.2609585521623385,3.5591463952376574,-0.131,-0.657,-0.077,-0.175,0.51,5.790365848720163e-07,6.045109381944635e-07,5.950958481366377e-07,5.897630421849046e-07,5.989663392201283e-07,5.943211968654846e-07,3.4517670954402346
HD222368,2,4.3542551028574366,6160.774409130874,-0.08897997477182093,0.26633563195359133,0.26633563195359133,0.26633563195359133,0.26633563195359133,0.26633563195359133,0.26633563195359133,1.0,1.0,1.0,1.0,1.0,1.0,13.595719608754493,4.237033550085974,4.708139511600926,4.183385387195106,4.260599018174802,3.5588187718090616,-0.135,-0.655,-0.08199999999999999,-0.17800000000000002,0.506,5.810955566331968e-07,6.078622454047372e-07,5.814425626750314e-07,5.915907398328451e-07,6.013585165592243e-07,5.97155569896121e-07,3.450093870086215
HD222368,3,4.35945284374735,6149.938109419841,-0.2062209127053847,0.22890469131395172,0.22890469131395172,0.22890469131395172,0.22890469131395172,0.22890469131395172,0.22890469131395172,1.0,1.0,1.0,1.0,1.0,1.0,13.595530827732551,4.238197053669599,4.724075520086104,4.178071698578777,4.259452943313093,3.560480753526981,-0.14300000000000002,-0.653,-0.092,-0.185,0.498,5.847660533661332e-07,5.979030469325436e-07,5.897015851775779e-07,5.960460267540105e-07,6.048792314233122e-07,5.926482495059795e-07,3.4239575309468204
HD222368,4,4.292832137963621,6212.937197609078,-0.05533049479370143,0.26065865511419983,0.26065865511419983,0.26065865511419983,0.26065865511419983,0.26065865511419983,0.26065865511419983,1.0,1.0,1.0,1.0,1.0,1.0,13.656285822805556,4.2377581010842444,4.719190517996101,4.188977760842948,4.261121966325547,3.5520816692295485,-0.126,-0.633,-0.073,-0.168,0.501,5.759141302242434e-07,5.896370536969355e-07,5.73680212418349e-07,5.858847421876283e-07,6.078946300025632e-07,5.841478843078587e-07,3.4050777214520003
HD222368,5,4.360522810318682,6111.22505952373,-0.018807573361970246,0.23567146487761811,0.23567146487761811,0.23567146487761811,0.23567146487761811,0.23567146487761811,0.23567146487761811,1.0,1.0,1.0,1.0,1.0,1.0,13.656950595349967,4.237578015080692,4.705310746952827,4.158627688000398,4.259537487920346,3.556521542553585,-0.136,-0.6809999999999999,-0.081,-0.182,0.519,5.813394141238354e-07,6.24218557674366e-07,5.943057052431212e-07,5.943550806335286e-07,5.954596771499947e-07,6.070669002541537e-07,3.5390203184326747
HD222368,6,4.225888864111263,6100.533128293735,-0.050941731525735195,0.23997788551963273,0.23997788551963273,0.23997788551963273,0.23997788551963273,0.23997788551963273,0.23997788551963273,1.0,1.0,1.0,1.0,1.0,1.0,13.690240808457316,4.236426411342304,4.708924910465548,4.183129505303077,4.259815866437574,3.5507671308462823,-0.138,-0.6779999999999999,-0.083,-0.184,0.518,5.830293395053745e-07,6.204274587072057e-07,5.821155122125155e-07,5.95298280439041e-07,5.991756039421859e-07,6.054682110264732e-07,3.5469294178729585
HD222368,7,4.436609155896718,6196.043673938617,0.012649233783431565,0.25977809778253924,0.25977809778253924,0.25977809778253924,0.25977809778253924,0.25977809778253924,0.25977809778253924,1.0,1.0,1.0,1.0,1.0,1.0,13.642496460485262,4.23716650082999,4.718577884749984,4.184236184897304,4.262207690355326,3.560410763318096,-0.125,-0.649,-0.071,-0.16899999999999998,0.51,5.756975408234088e-07,5.987283473915533e-07,5.751306340287903e-07,5.858384856308414e-07,5.982692333002201e-07,5.895160247642955e-07,3.429433136784038
HD222368,8,4.277662950117094,6164.7732942861585,-0.28419008021786113,0.20714272667131006,0.20714272667131006,0.20714272667131006,0.20714272667131006,0.20714272667131006,0.20714272667131006,1.0,1.0,1.0,1.0,1.0,1.0,13.632776554853665,4.2374068988039415,4.721724816320268,4.178263321602997,4.261816442547761,3.5585444628295275,-0.146,-0.6409999999999999,-0.096,-0.18600000000000003,0.489,5.868109579115486e-07,5.926128278694631e-07,5.917736808521791e-07,5.952979645636821e-07,6.110027845923709e-07,5.902920798862973e-07,3.429056292393782
HD222368,9,4.456421580316922,6199.03678880067,-0.08341316715824154,0.2615814071852544,0.2615814071852544,0.2615814071852544,0.2615814071852544,0.2615814071852544,0.2615814071852544,1.0,1.0,1.0,1.0,1.0,1.0,13.606252728927156,4.237577232735176,4.712406114375685,4.169928898034012,4.26200632022043,3.5553573855223664,-0.131,-0.644,-0.079,-0.17300000000000001,0.501,5.786688191082456e-07,5.993748680246307e-07,5.870693612349504e-07,5.881098408932314e-07,6.060633477386799e-07,5.910924484580767e-07,3.4203575152241608
HD222368,10,3.7517769751948045,6144.695776976533,-0.01390242586296251,0.21955642025736144,0.21955642025736144,0.21955642025736144,0.21955642025736144,0.21955642025736144,0.21955642025736144,1.0,1.0,1.0,1.0,1.0,1.0,13.646174228174644,4.237456195059018,4.693870109416275,4.17185889889329,4.262098040027939,3.5580926712801086,-0.12300000000000001,-0.645,-0.069,-0.17,0.516,5.74484739434889e-07,6.102572264370235e-07,5.806539905544404e-07,5.864375337005802e-07,5.962438412363975e-07,5.959482316361697e-07,3.468721118981841
HD222368,11,4.1649978852151746,6182.4515950083605,-0.046846765224836905,0.2406784428520204,0.2406784428520204,0.2406784428520204,0.2406784428520204,0.2406784428520204,0.2406784428520204,1.0,1.0,1.0,1.0,1.0,1.0,13.618871228984496,4.236989697530975,4.711580532502681,4.186043847370418,4.263750972004547,3.553604448035811,-0.127,-0.6409999999999999,-0.07400000000000001,-0.17,0.506,5.768529203690152e-07,5.981756933232484e-07,5.757625799031576e-07,5.855454165767779e-07,6.042535289202496e-07,5.896465841415551e-07,3.4183225450143153
