baseline_m,c_scale,candidate_remove,e_vis2_corrected,highlighted,large_raw_residual,large_sigma_residual,mjd,model_vis2,night,oifits_flag,period,point_id,raw_residual,sequence,spatial_frequency_rad_inv,standardized_residual,star,telescope_pair,vis2_corrected,wavelength_index,wavelength_um
69.61663060622377,1.0230935435103425,False,0.013017866640461534,False,False,False,59636.117839045706,0.7788343413921679,2022-02-25,False,106,0,-0.002785429760319924,bright,45412021.23734116,-0.2139697568926063,ksi_Gem,1-2,0.776048911631848,0,1.5330000451285741
69.61663060622377,1.0230935435103425,False,0.009540245391844596,False,False,False,59636.117839045706,0.7907948261340083,2022-02-25,False,106,1,0.0019295159371707227,bright,44033289.656664796,0.20225013696399824,ksi_Gem,1-2,0.792724342071179,1,1.580999992256693
69.61663060622377,1.0230935435103425,False,0.008609190843566868,False,False,False,59636.117839045706,0.8018469578725655,2022-02-25,False,106,2,-0.004112966506602533,bright,42735806.22355066,-0.47774135587619204,ksi_Gem,1-2,0.797733991365963,2,1.6290000530716497
69.61663060622377,1.0230935435103425,False,0.007225938514809791,False,False,False,59636.117839045706,0.8120762757992087,2022-02-25,False,106,3,0.008988110834977414,bright,41512600.23728733,1.2438676050946178,ksi_Gem,1-2,0.8210643866341861,3,1.6770000001997687
69.61663060622377,1.0230935435103425,False,0.006718699592957956,False,False,False,59636.117839045706,0.8215591400410027,2022-02-25,False,106,4,-0.00499200747839712,bright,40357468.25039818,-0.7430020362317394,ksi_Gem,1-2,0.8165671325626056,4,1.7249999473278876
69.61663060622377,1.0230935435103425,False,0.007223498409800894,False,False,False,59636.117839045706,0.8303637183621104,2022-02-25,False,106,5,0.007389794204759048,bright,39264878.898192875,1.023021503643238,ksi_Gem,1-2,0.8377535125668695,5,1.7730000081428443
114.61705708036085,1.0230935435103425,False,0.010370948852014129,False,False,False,59636.117839045706,0.4947566322107837,2022-02-25,False,106,6,0.004231877896342717,bright,74766506.00538489,0.4080511780289852,ksi_Gem,1-3,0.4989885101071264,0,1.5330000451285741
114.61705708036085,1.0230935435103425,False,0.010600279776810776,False,False,False,59636.117839045706,0.5173108547511786,2022-02-25,False,106,7,0.010985151435096818,bright,72496557.64814924,1.0363076887015745,ksi_Gem,1-3,0.5282960061862754,1,1.580999992256693
114.61705708036085,1.0230935435103425,False,0.010199356297978582,False,False,False,59636.117839045706,0.538631157548447,2022-02-25,False,106,8,0.008716025836359886,bright,70360376.51701632,0.8545662669013064,ksi_Gem,1-3,0.5473471833848069,2,1.6290000530716497
114.61705708036085,1.0230935435103425,False,0.00973034805049575,False,False,False,59636.117839045706,0.5587751068644442,2022-02-25,False,106,9,0.007777417448018853,bright,68346486.02665913,0.7992948872597216,ksi_Gem,1-3,0.5665525243124631,3,1.6770000001997687
114.61705708036085,1.0230935435103425,False,0.009664270300058444,False,False,False,59636.117839045706,0.5778026674432817,2022-02-25,False,106,10,0.001004581567731866,bright,66444672.80008239,0.10394799985321093,ksi_Gem,1-3,0.5788072490110135,4,1.7249999473278876
114.61705708036085,1.0230935435103425,False,0.009442900829437868,False,False,False,59636.117839045706,0.5957743330900364,2022-02-25,False,106,11,0.003596431620915941,bright,64645829.97967283,0.38086089072377083,ksi_Gem,1-3,0.5993707647109523,5,1.7730000081428443
124.64373524525477,1.0230935435103425,False,0.011258735560093285,False,False,False,59636.117839045706,0.43080620638133055,2022-02-25,False,106,12,0.016857131487734656,bright,81307065.60729474,1.4972490825244131,ksi_Gem,1-4,0.4476633378690652,0,1.5330000451285741
124.64373524525477,1.0230935435103425,False,0.012929727158501743,False,False,False,59636.117839045706,0.45471703668578023,2022-02-25,False,106,13,0.03368527089968942,bright,78838542.60324213,2.6052576737893647,ksi_Gem,1-4,0.48840230758546965,1,1.580999992256693
124.64373524525477,1.0230935435103425,False,0.0113832597494362,False,False,False,59636.117839045706,0.477481503214014,2022-02-25,False,106,14,0.027036424442152318,bright,76515488.7565694,2.375103883884526,ksi_Gem,1-4,0.5045179276561663,2,1.6290000530716497
124.64373524525477,1.0230935435103425,False,0.010589425954552123,False,False,False,59636.117839045706,0.49912871201952985,2022-02-25,False,106,15,0.02460043257874983,bright,74325423.51246683,2.3231129510070123,ksi_Gem,1-4,0.5237291445982797,3,1.6770000001997687
124.64373524525477,1.0230935435103425,False,0.011423183216370304,False,False,False,59636.117839045706,0.5196956359811539,2022-02-25,False,106,16,0.033642175870380764,bright,72257240.02967899,2.9450789007891363,ksi_Gem,1-4,0.5533378118515346,4,1.7249999473278876
124.64373524525477,1.0230935435103425,False,0.010608969093351255,False,False,False,59636.117839045706,0.5392243045028804,2022-02-25,False,106,17,0.028336966875389336,bright,70301034.78443564,2.671038686798361,ksi_Gem,1-4,0.5675612713782697,5,1.7730000081428443
58.19625211530425,1.0230935435103425,False,0.07266103298848581,False,True,False,59636.117839045706,0.8406425402223573,2022-02-25,False,106,18,0.07468740436791532,bright,37962329.029431485,1.0278880067635512,ksi_Gem,2-3,0.9153299445902726,0,1.5330000451285741
58.19625211530425,1.0230935435103425,True,0.01892081275059157,False,True,True,59636.117839045706,0.84953284831508,2022-02-25,False,106,19,0.1628934251321642,bright,36809773.814252764,8.609219238062131,ksi_Gem,2-3,1.0124262734472442,1,1.580999992256693
58.19625211530425,1.0230935435103425,True,0.015549757285844597,False,True,True,59636.117839045706,0.8577173599402257,2022-02-25,False,106,20,0.11332519083677262,bright,35725138.25617693,7.28790737717404,ksi_Gem,2-3,0.9710425507769983,2,1.6290000530716497
58.19625211530425,1.0230935435103425,True,0.01799476009544249,False,True,True,59636.117839045706,0.8652668227362764,2022-02-25,False,106,21,0.1250036880318799,bright,34702595.17493843,6.946671551544576,ksi_Gem,2-3,0.9902705107681563,3,1.6770000001997687
58.19625211530425,1.0230935435103425,True,0.01696954366256537,False,True,True,59636.117839045706,0.8722436640540574,2022-02-25,False,106,22,0.10839547026405183,bright,33736958.77814558,6.387647919087598,ksi_Gem,2-3,0.9806391343181092,4,1.7249999473278876
58.19625211530425,1.0230935435103425,True,0.0127630156431335,False,True,True,59636.117839045706,0.8787030431612813,2022-02-25,False,106,23,0.10409527019144138,bright,32823605.103229973,8.156008979542747,ksi_Gem,2-3,0.9827983133527227,5,1.7730000081428443
