LDD_FIT,bootstrap,finite,star
1.0086207225207733,0,True,"('ksi_Gem', 'faint', 106)"
0.9617404110706912,1,True,"('ksi_Gem', 'faint', 106)"
1.411084071476536,0,True,"('ksi_Gem', 'bright', 106)"
1.3737537723493505,1,True,"('ksi_Gem', 'bright', 106)"
