fraction_vis2_above_one,has_vis2_above_one,max_baseline_m,max_night,max_point_id,max_telescope_pair,max_vis2_corrected,max_wavelength_index,max_wavelength_um,n_finite_vis2_points,n_vis2_above_one,percent_vis2_above_one,period,point_ids_vis2_above_one,sequence,star
0.0,False,37.89077623759728,2022-02-25,P88,3-4,0.9630506857449603,4,1.7249999473278876,66,0,0.0,106,,bright,ksi_Gem
0.0,False,78.39905714404813,2022-02-28,P71,3-4,0.9664978357130044,5,1.7730000081428443,72,0,0.0,106,,faint,ksi_Gem
