LDD_FIT,bootstrap,finite,star
0.9913574962149051,0,True,"('ksi_Gem', 'faint', 106)"
1.0003385144876678,1,True,"('ksi_Gem', 'faint', 106)"
1.00084365104097,2,True,"('ksi_Gem', 'faint', 106)"
0.9906809040680581,3,True,"('ksi_Gem', 'faint', 106)"
1.002451663012973,4,True,"('ksi_Gem', 'faint', 106)"
0.9697343354775902,5,True,"('ksi_Gem', 'faint', 106)"
0.9878130693128726,6,True,"('ksi_Gem', 'faint', 106)"
0.9918522045147573,7,True,"('ksi_Gem', 'faint', 106)"
0.9682576516071586,8,True,"('ksi_Gem', 'faint', 106)"
0.9816546919185297,9,True,"('ksi_Gem', 'faint', 106)"
1.005405380257541,10,True,"('ksi_Gem', 'faint', 106)"
1.0160321951455484,11,True,"('ksi_Gem', 'faint', 106)"
0.9865652410381771,12,True,"('ksi_Gem', 'faint', 106)"
0.9843149488277542,13,True,"('ksi_Gem', 'faint', 106)"
0.9875243086818869,14,True,"('ksi_Gem', 'faint', 106)"
1.0079493617918043,15,True,"('ksi_Gem', 'faint', 106)"
0.9867973878741652,16,True,"('ksi_Gem', 'faint', 106)"
0.9740543989278031,17,True,"('ksi_Gem', 'faint', 106)"
0.9946558136739577,18,True,"('ksi_Gem', 'faint', 106)"
1.0064863829683306,19,True,"('ksi_Gem', 'faint', 106)"
0.9858904752841298,20,True,"('ksi_Gem', 'faint', 106)"
0.9773496908859175,21,True,"('ksi_Gem', 'faint', 106)"
0.9689530176070729,22,True,"('ksi_Gem', 'faint', 106)"
0.9754105167214677,23,True,"('ksi_Gem', 'faint', 106)"
0.9844389991818259,24,True,"('ksi_Gem', 'faint', 106)"
1.009894543344894,25,True,"('ksi_Gem', 'faint', 106)"
1.0024515631547606,26,True,"('ksi_Gem', 'faint', 106)"
0.9910233027031496,27,True,"('ksi_Gem', 'faint', 106)"
0.9893495266076857,28,True,"('ksi_Gem', 'faint', 106)"
0.9806284407793114,29,True,"('ksi_Gem', 'faint', 106)"
0.9778621714529463,30,True,"('ksi_Gem', 'faint', 106)"
