level_0,level_1,logg,teff,feh,u_lambda_0,u_lambda_1,u_lambda_2,u_lambda_3,u_lambda_4,u_lambda_5,s_lambda_0,s_lambda_1,s_lambda_2,s_lambda_3,s_lambda_4,s_lambda_5,Dist,Hpmag_dr,BTmag_dr,VTmag_dr,BPmag_dr,RPmag_dr,BC_Hp,BC_BT,BC_VT,BC_BP,BC_RP,f_bol_Hp,f_bol_BT,f_bol_VT,f_bol_BP,f_bol_RP,f_bol_final,L_star_final
HD67523,0,2.119737650704129,6442.880249968721,-0.034628900262894016,0.2219647188489521,0.2219647188489521,0.2219647188489521,0.2219647188489521,0.2219647188489521,0.2219647188489521,1.0,1.0,1.0,1.0,1.0,1.0,19.49088379612581,2.9183787075673613,3.340383461986349,2.8483865477346355,3.3545634639168953,2.5049659809617855,-0.04,-0.447,0.013000000000000001,-0.086,0.486,1.793533494544935e-06,1.7689175463875748e-06,1.8218237337972557e-06,1.2520901212822018e-06,1.6168680610762048e-06,1.7787639256505187e-06,21.12128822059252
HD67523,1,2.77469419021142,6284.474386462228,0.08119848912952214,0.20428167256522461,0.20428167256522461,0.20428167256522461,0.20428167256522461,0.20428167256522461,0.20428167256522461,1.0,1.0,1.0,1.0,1.0,1.0,19.47803575154956,2.916438118431262,3.3355338338925153,2.838966332384875,3.3152553500857405,2.5206225864834835,-0.077,-0.5539999999999999,-0.021,-0.125,0.511,1.8590271278771727e-06,1.960863854661482e-06,1.8961576462766876e-06,1.3457327902693686e-06,1.557442207203697e-06,1.9201291639477584e-06,22.769829917101177
HD121370,0,3.5352098555227145,6121.343637383536,0.23196870858994786,0.22326989436629513,0.22326989436629513,0.22326989436629513,0.22326989436629513,0.22326989436629513,0.22326989436629513,1.0,1.0,1.0,1.0,1.0,1.0,,2.794935533764709,3.3906926422412824,2.7258106664347035,3.2737952630556624,2.3344582220520445,-0.10800000000000001,-0.672,-0.049,-0.16,0.542,2.1393742347345344e-06,2.0777051570626394e-06,2.1594179548361754e-06,1.443919127204494e-06,1.796708762359947e-06,2.102372788131397e-06,
HD121370,1,3.6701356955308273,6215.124928078419,0.2851834768543462,0.22653920535128247,0.22653920535128247,0.22653920535128247,0.22653920535128247,0.22653920535128247,0.22653920535128247,1.0,1.0,1.0,1.0,1.0,1.0,,2.7962243298192258,3.3868072809304044,2.71353151321255,3.2460376922396366,2.3409915954183966,-0.094,-0.637,-0.035,-0.14300000000000002,0.534,2.1094597478772132e-06,2.019008104582501e-06,2.1559980779876352e-06,1.4582967158434211e-06,1.7991374199641003e-06,2.055188761900386e-06,
HD124850,0,2.9792567716483487,5824.6178052857385,-0.5596031009493262,0.3131225839361883,0.3131225839361883,0.3131225839361883,0.3131225839361883,0.3131225839361883,0.3131225839361883,1.0,1.0,1.0,1.0,1.0,1.0,22.1782808459979,4.18619639893998,4.673965000280006,4.114015741462179,4.20965252630075,3.484691766949732,-0.187,-0.7340000000000001,-0.138,-0.239,0.519,6.38825752290709e-07,6.74644485049075e-07,6.52611433295092e-07,6.558431156202772e-07,6.361862345677904e-07,6.603169919457286e-07,10.15189824017652
HD124850,1,2.7433517286649587,5812.456878399911,-0.3591521303673608,0.31224613252835776,0.31224613252835776,0.31224613252835776,0.31224613252835776,0.31224613252835776,0.31224613252835776,1.0,1.0,1.0,1.0,1.0,1.0,22.302443550269793,4.185064572701587,4.693090529955307,4.128638192309145,4.208491818561802,3.4886377863895004,-0.175,-0.7509999999999999,-0.12300000000000001,-0.231,0.536,6.324630317793115e-07,6.733250354950765e-07,6.350467499281443e-07,6.51724799627243e-07,6.240305623380394e-07,6.569802340087705e-07,10.214008771309969
HD141004,0,4.221197781073819,6193.234913881723,0.09991062617475494,0.2583958723870354,0.2583958723870354,0.2583958723870354,0.2583958723870354,0.2583958723870354,0.2583958723870354,1.0,1.0,1.0,1.0,1.0,1.0,11.913303334347363,4.543923193995753,5.125558218348332,4.48307616402712,4.571145991294092,3.7879339759526114,-0.11699999999999999,-0.648,-0.061,-0.162,0.518,4.3081587394574294e-07,4.1118540149075565e-07,4.3274345588571147e-07,4.3792786322400213e-07,4.816010046955312e-07,4.190375904727505e-07,1.8589016327994148
HD141004,1,4.249610855143822,5914.3776339277065,-0.013980767279664944,0.26154728457550896,0.26154728457550896,0.26154728457550896,0.26154728457550896,0.26154728457550896,0.26154728457550896,1.0,1.0,1.0,1.0,1.0,1.0,11.9246245158062,4.542832101762854,5.120764968163366,4.494370633042237,4.569440206499685,3.789913180520552,-0.161,-0.77,-0.105,-0.214,0.544,4.4908457045993095e-07,4.621202369714938e-07,4.4597726662347603e-07,4.6013460063950764e-07,4.6934878984381804e-07,4.569059703668687e-07,2.0307444919556823
HD142860,0,4.06040210656365,6080.889726070734,-0.2263814360019657,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,11.170293296192556,3.946449896617688,4.375900142281383,3.890138280528281,3.98938601990825,3.2922993120175295,-0.149,-0.669,-0.09699999999999999,-0.193,0.506,7.69273932041819e-07,8.361821987256859e-07,7.723349042641883e-07,7.700280873463079e-07,7.68672333251287e-07,8.094188920521392e-07,3.1567596371116693
HD142860,1,4.396782398010338,6207.412216564233,-0.1283411648345028,0.2593399462752182,0.2593399462752182,0.2593399462752182,0.2593399462752182,0.2593399462752182,0.2593399462752182,1.0,1.0,1.0,1.0,1.0,1.0,11.127457882016323,3.9458816045984197,4.410308476963153,3.879614618322023,3.98980051270972,3.2913309375427247,-0.133,-0.636,-0.081,-0.174,0.496,7.584174777960813e-07,7.858462477664631e-07,7.684491371909206e-07,7.56381276144431e-07,7.764770064167682e-07,7.748747397783103e-07,2.9989031965832385
HD182572,0,4.229807233858879,5495.709147315381,0.35191492602093666,0.3036224387941098,0.3036224387941098,0.3036224387941098,0.3036224387941098,0.3036224387941098,0.3036224387941098,1.0,1.0,1.0,1.0,1.0,1.0,14.924328021685259,5.30902701115148,6.099418586898832,5.2511388535964745,5.350117142186698,4.446590447578297,-0.23,-1.072,-0.16899999999999998,-0.307,0.612,2.3629262675700709e-07,2.477955711011242e-07,2.3561635503096461e-07,2.442384964575522e-07,2.407824313998198e-07,2.4319439336347735e-07,1.6930982290310763
HD182572,1,4.244359913124091,5715.363041146922,0.223216845034178,0.2535391601907845,0.2535391601907845,0.2535391601907845,0.2535391601907845,0.2535391601907845,0.2535391601907845,1.0,1.0,1.0,1.0,1.0,1.0,14.908445635850962,5.309898749820162,6.127354484563767,5.24600274940058,5.349710642610577,4.44729609461182,-0.184,-0.907,-0.124,-0.25,0.585,2.2630881715461908e-07,2.074527426384338e-07,2.2712235091989624e-07,2.3183378066397325e-07,2.466848831812684e-07,2.149951724449079e-07,1.493593674277223
HD2151,0,3.691080620171352,5743.1232273590285,-0.26657719479418795,0.28883401162966027,0.28883401162966027,0.28883401162966027,0.28883401162966027,0.28883401162966027,0.28883401162966027,1.0,1.0,1.0,1.0,1.0,1.0,7.4667572152109125,2.9306449717356027,3.558371627420938,2.864716240471777,3.295724380179855,2.3830428763665994,-0.19699999999999998,-0.821,-0.14300000000000002,-0.254,0.544,2.0492879479868747e-06,2.042266077465199e-06,2.071927136261817e-06,1.5430188180021468e-06,1.7149198373914943e-06,2.045074825673869e-06,3.563791507950919
HD2151,1,3.2396805599360903,5846.777544968679,-0.3177446180182304,0.3049552051827414,0.3049552051827414,0.3049552051827414,0.3049552051827414,0.3049552051827414,0.3049552051827414,1.0,1.0,1.0,1.0,1.0,1.0,7.496867534075529,2.930614521753678,3.536676678364988,2.8511226667183287,3.2807409245529193,2.380071204938538,-0.17600000000000002,-0.7490000000000001,-0.124,-0.22899999999999998,0.531,2.010088439905832e-06,1.9498010650999e-06,2.061635614310326e-06,1.5288490397739643e-06,1.7403335504147982e-06,1.9739160150222728e-06,3.4675870332634084
HD48737,0,3.972153164472396,6574.7578463226355,0.17498022973625577,0.2219133300616786,0.2219133300616786,0.2219133300616786,0.2219133300616786,0.2219133300616786,0.2219133300616786,1.0,1.0,1.0,1.0,1.0,1.0,18.401781667111965,3.442057438092492,3.863840578318216,3.373140673783621,3.5349555423191816,2.854702069287347,-0.067,-0.494,-0.013999999999999999,-0.10400000000000001,0.469,1.1351101298941842e-06,1.140577350930389e-06,1.1518732828073802e-06,1.0781489336970487e-06,1.190090934359809e-06,1.1383904625159071e-06,12.048972719920835
HD48737,1,3.6578803051692708,6597.854098700163,0.1951605464211794,0.23958943917502,0.23958943917502,0.23958943917502,0.23958943917502,0.23958943917502,0.23958943917502,1.0,1.0,1.0,1.0,1.0,1.0,18.535762494227647,3.442536554147095,3.8411939761480967,3.382710124869614,3.5250442250115346,2.841886355279399,-0.055,-0.473,-0.002,-0.09300000000000001,0.469,1.1221382156074427e-06,1.1423084362319229e-06,1.129215744149481e-06,1.0770684006894318e-06,1.2042216545964912e-06,1.134240347982131e-06,12.180497575819219
HD82434,0,3.8566899811281186,6615.590859311122,0.0075484942285377644,0.19011037343567938,0.19011037343567938,0.19011037343567938,0.19011037343567938,0.19011037343567938,0.19011037343567938,1.0,1.0,1.0,1.0,1.0,1.0,,3.6576019517617437,4.005204387961266,3.6218104404302185,3.7077633435179482,3.1783623048052134,-0.07400000000000001,-0.47,-0.024,-0.10800000000000001,0.447,9.367424338240854e-07,9.7944311893754e-07,9.245636152621738e-07,9.229021064518949e-07,9.013968845659022e-07,9.62362844892158e-07,
HD82434,1,4.137973346979199,6890.588147438045,0.0534834742786325,0.2124900123411509,0.2124900123411509,0.2124900123411509,0.2124900123411509,0.2124900123411509,0.2124900123411509,1.0,1.0,1.0,1.0,1.0,1.0,,3.657781367288984,4.006196058137565,3.6249966823399675,3.7020517511649436,3.187203615463041,-0.059000000000000004,-0.408,-0.011000000000000001,-0.087,0.40399999999999997,9.237371876432192e-07,9.242352990523714e-07,9.108823810207761e-07,9.099976570875437e-07,9.302068395938206e-07,9.240360544887106e-07,
HD61421,0,4.713685452113497,6366.036040864286,-0.01788340130429423,0.26214737827795176,0.26214737827795176,0.26214737827795176,0.26214737827795176,0.26214737827795176,0.26214737827795176,1.0,1.0,1.0,1.0,1.0,1.0,3.553130529216486,,,,,,-0.115,-0.594,-0.062,-0.152,0.483,,,,,,,
HD61421,1,4.064049924336736,6314.648444072726,0.07755646715029643,0.2540539456745769,0.2540539456745769,0.2540539456745769,0.2540539456745769,0.2540539456745769,0.2540539456745769,1.0,1.0,1.0,1.0,1.0,1.0,3.50803306105668,,,,,,-0.102,-0.59,-0.048,-0.14400000000000002,0.499,,,,,,,
