level_0,level_1,logg,teff,feh,u_lambda_0,u_lambda_1,u_lambda_2,u_lambda_3,u_lambda_4,u_lambda_5,s_lambda_0,s_lambda_1,s_lambda_2,s_lambda_3,s_lambda_4,s_lambda_5,Dist,Hpmag_dr,BTmag_dr,VTmag_dr,BPmag_dr,RPmag_dr,BC_Hp,BC_BT,BC_VT,BC_BP,BC_RP,f_bol_Hp,f_bol_BT,f_bol_VT,f_bol_BP,f_bol_RP,f_bol_final,L_star_final
HD222368,0,4.125466110667864,6207.295847909992,-0.06772587905509228,0.25308267044715094,0.25308267044715094,0.25308267044715094,0.25308267044715094,0.25308267044715094,0.25308267044715094,1.0,1.0,1.0,1.0,1.0,1.0,13.648975622999517,4.237731210170866,4.718235683706659,4.170169388675063,4.260434544532343,3.5570149895577434,-0.125,-0.628,-0.07200000000000001,-0.16699999999999998,0.501,5.753981888752559e-07,5.874443094373562e-07,5.831673744107338e-07,5.857160930792934e-07,6.051387708844115e-07,5.826258612125161e-07,3.3925706415360883
HD222368,1,4.471799505512333,6446.576008102013,-0.02015438117773105,0.2564838901836249,0.2564838901836249,0.2564838901836249,0.2564838901836249,0.2564838901836249,0.2564838901836249,1.0,1.0,1.0,1.0,1.0,1.0,13.59576934247801,4.237132110071536,4.701534630278507,4.177341830689207,4.25939810668598,3.556387606427155,-0.105,-0.556,-0.054000000000000006,-0.14,0.469,5.6520777921132e-07,5.582736403471092e-07,5.69802358294814e-07,5.718758171397776e-07,6.235997495097813e-07,5.610472958927935e-07,3.241500365218982
HD222368,2,4.174202631305288,6329.553626457668,0.013449372608950405,0.23196148179042886,0.23196148179042886,0.23196148179042886,0.23196148179042886,0.23196148179042886,0.23196148179042886,1.0,1.0,1.0,1.0,1.0,1.0,13.696056744017469,4.2378544573424675,4.723699007999692,4.160131665349475,4.259325016591068,3.556314026335648,-0.107,-0.586,-0.055,-0.147,0.49,5.658732855452187e-07,5.623172047244005e-07,5.794397815978634e-07,5.756134960323617e-07,6.116956106024322e-07,5.637396370527277e-07,3.3052833065887306
HD222368,3,4.380203296236945,6358.661414503336,-0.11816345600201683,0.25151503182944834,0.25151503182944834,0.25151503182944834,0.25151503182944834,0.25151503182944834,0.25151503182944834,1.0,1.0,1.0,1.0,1.0,1.0,13.703838213988895,4.237313664219377,4.72634063962795,4.183039262702304,4.261819827780249,3.5541062251260014,-0.11800000000000001,-0.579,-0.067,-0.154,0.474,5.719202961599239e-07,5.573457820727357e-07,5.736477170476385e-07,5.780069274865542e-07,6.220402461975598e-07,5.63175587707611e-07,3.3057293355402537
HD222368,4,4.251168087573265,6187.673985426774,-0.11479118641383748,0.26073258853057046,0.26073258853057046,0.26073258853057046,0.26073258853057046,0.26073258853057046,0.26073258853057046,1.0,1.0,1.0,1.0,1.0,1.0,13.599904985619009,4.237091782807018,4.709656606184161,4.17847908040715,4.262037071530602,3.5545343011905906,-0.132,-0.638,-0.08,-0.174,0.5,5.794610666540649e-07,5.975831347932073e-07,5.830010574372686e-07,5.886350874491244e-07,6.070818573389921e-07,5.903343075375503e-07,3.4127839603022943
HD222368,5,3.8595067045233793,6441.726334166026,-0.0604379456147462,0.20734435845608604,0.20734435845608604,0.20734435845608604,0.20734435845608604,0.20734435845608604,0.20734435845608604,1.0,1.0,1.0,1.0,1.0,1.0,13.631357801270383,4.237299488275193,4.723840971087165,4.187932914262064,4.262039353283366,3.5574877659412376,-0.095,-0.528,-0.045,-0.132,0.46799999999999997,5.599395956297905e-07,5.329967810771292e-07,5.596130182825019e-07,5.662982679587523e-07,6.235422248857005e-07,5.437739068981937e-07,3.158170876809706
HD222368,6,4.340455994748425,6398.585046088137,-0.11690853603236911,0.2497986617528612,0.2497986617528612,0.2497986617528612,0.2497986617528612,0.2497986617528612,0.2497986617528612,1.0,1.0,1.0,1.0,1.0,1.0,13.625451982119777,4.237218786791765,4.7364737156303525,4.16371479356799,4.26146585061403,3.5556432688588586,-0.114,-0.564,-0.064,-0.149,0.46799999999999997,5.698669362977566e-07,5.445922897627988e-07,5.823379016325677e-07,5.755388363622355e-07,6.246024265277467e-07,5.54702148376782e-07,3.2188497744808764
HD222368,7,4.296694078836601,6380.433198570782,0.024426167009712438,0.25245278985208464,0.25245278985208464,0.25245278985208464,0.25245278985208464,0.25245278985208464,0.25245278985208464,1.0,1.0,1.0,1.0,1.0,1.0,13.63186621273544,4.238351573864688,4.733004617031042,4.1819270269955675,4.259832512031235,3.5569066121022432,-0.10400000000000001,-0.573,-0.051,-0.142,0.484,5.64053560639151e-07,5.508826922437542e-07,5.658354643364395e-07,5.727010374313706e-07,6.147497061206135e-07,5.56151039601913e-07,3.2302966649046594
HD222368,8,4.447175159691639,6418.632258933345,-0.13419292408571687,0.23921890295945755,0.23921890295945755,0.23921890295945755,0.23921890295945755,0.23921890295945755,0.23921890295945755,1.0,1.0,1.0,1.0,1.0,1.0,13.644704331915408,4.23760297273359,4.724364134663123,4.179516840133384,4.260647684338359,3.56163737676703,-0.115,-0.561,-0.066,-0.15,0.46299999999999997,5.701902483599021e-07,5.491807688717543e-07,5.749819859844143e-07,5.765034371147556e-07,6.240307977699859e-07,5.575845606670134e-07,3.244725962887702
HD222368,9,4.216906345303464,6436.709455885329,-0.07665102832673007,0.22331540810717043,0.22331540810717043,0.22331540810717043,0.22331540810717043,0.22331540810717043,0.22331540810717043,1.0,1.0,1.0,1.0,1.0,1.0,13.6507792920376,4.236669050090553,4.710359493925965,4.175917461379655,4.2634136826801665,3.5573300046303413,-0.105,-0.546,-0.055,-0.141,0.466,5.654488883521722e-07,5.486775327502715e-07,5.710761067316762e-07,5.702896654661594e-07,6.247826672036474e-07,5.553860749910317e-07,3.2348109304769133
