column,frac_nan,n_nan,n_total
dict_key,0.0,0,700
index,0.0,0,700
MJD,0.0,0,700
TEL_PAIR,0.0,0,700
VIS2,0.0,0,700
FLAG,0.0,0,700
BASELINE,0.0,0,700
WAVELENGTH,0.0,0,700
LDD_FIT,0.07142857142857142,50,700
LDD_PRED,1.0,700,700
e_LDD_PRED,1.0,700,700
u_LLD,1.0,700,700
C_SCALE,0.0,0,700
SEQ_ORDER,0.0,0,700
UDD_FIT,0.07142857142857142,50,700
C_SCALE_UDD,0.0,0,700
