level_0,level_1,logg,teff,feh,u_lambda_0,u_lambda_1,u_lambda_2,u_lambda_3,u_lambda_4,u_lambda_5,s_lambda_0,s_lambda_1,s_lambda_2,s_lambda_3,s_lambda_4,s_lambda_5,Dist,Hpmag_dr,BTmag_dr,VTmag_dr,BPmag_dr,RPmag_dr,BC_Hp,BC_BT,BC_VT,BC_BP,BC_RP,f_bol_Hp,f_bol_BT,f_bol_VT,f_bol_BP,f_bol_RP,f_bol_final,L_star_final
HD67523,0,2.643726515347114,,0.17737746560550294,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,19.433940930191444,2.9155772549737478,3.335545868901556,2.849711171414446,3.3439074226532854,2.51461512774899,0.048,-0.039,0.076,0.031,0.19899999999999998,1.6581738911080752e-06,1.2202326100037542e-06,1.7170245552549142e-06,1.1352669781308878e-06,2.0874444329426557e-06,1.3954091224454826e-06,16.472607100452752
HD67523,1,2.441334407650276,,0.19553586358530145,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,19.36775121801168,2.911044170892919,3.34067172759011,2.8319353217210415,3.304971379132321,2.513675222967206,0.053,-0.028999999999999998,0.08199999999999999,0.036000000000000004,0.201,1.657460954272764e-06,1.203350890260722e-06,1.735748689164567e-06,1.1713115424833975e-06,2.0854072807425295e-06,1.3849949158655389e-06,16.238488432997286
HD121370,0,3.9389306462383336,,0.40866191163128096,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,2.7952008351195032,3.3902540800406764,2.6942627268111967,3.2621707953080965,2.3455735549890324,0.015,-0.158,0.054000000000000006,-0.001,0.221,1.909768125532002e-06,1.2946707689550482e-06,2.0218823630520626e-06,1.26064456710695e-06,2.390185198453406e-06,1.5407097115858297e-06,
HD121370,1,3.353137891707945,,0.2658403911051051,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,2.796318669783667,3.3745440133373465,2.7078217444729686,3.2719420618725916,2.3674977736464093,0.03,-0.09699999999999999,0.062,0.013999999999999999,0.207,1.88162687205553e-06,1.2417763070601635e-06,1.9821306486537187e-06,1.2322083569416042e-06,2.372803996583437e-06,1.49771653305831e-06,
HD124850,0,3.014826688547086,,-0.43128818080582426,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,22.242560382690055,4.185730263538567,4.680806425673574,4.1201220438653,4.206947775804203,3.4958057421785713,0.006999999999999999,-0.08,0.033,-0.008,0.16899999999999998,5.345260425218312e-07,3.6706113601541245e-07,5.543858757427114e-07,5.314738052531144e-07,8.692379477415591e-07,4.3404709861797995e-07,6.711899412810047
HD124850,1,2.9792353671996454,,-0.5596124942326305,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,22.03765562641197,4.185386549636501,4.676831948674334,4.128092277199382,4.208796308536314,3.4926818797541257,0.003,-0.08,0.028999999999999998,-0.012,0.16399999999999998,5.366688087576784e-07,3.6840727285682296e-07,5.523623438027532e-07,5.32528004379619e-07,8.757662868221885e-07,4.357118872171651e-07,6.614076571750802
HD141004,0,4.187713316933421,,-0.07600279648782615,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,11.880289478095024,4.543706061235565,5.1459144260621645,4.491090388321674,4.570272420371283,3.785443058009219,-0.037000000000000005,-0.21100000000000002,0.002,-0.05,0.188,4.0029351114595227e-07,2.698330884386193e-07,4.053449990855548e-07,3.9532293085668844e-07,6.541596485758416e-07,3.2201725752155246e-07,1.420601333983888
HD141004,1,4.130433347812051,,-0.08472955941319665,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,11.870715620591733,4.543334479103546,5.154866756244601,4.482099220490998,4.569234171696083,3.78885751441642,-0.034,-0.204,0.005,-0.047,0.187,3.993256276967047e-07,2.6589751106848917e-07,4.0758790351987624e-07,3.946092905849843e-07,6.527065469177723e-07,3.1926875771977537e-07,1.4062069813643978
HD142860,0,4.1010717854006415,6432.5513850715115,-0.17181883993253663,0.21172671373287488,0.21172671373287488,0.21172671373287488,0.21172671373287488,0.21172671373287488,0.21172671373287488,1.0,1.0,1.0,1.0,1.0,1.0,11.173123494965996,3.94589166987547,4.402723575388114,3.892513479194899,3.998600178727958,3.292281131887766,-0.11,-0.54,-0.061,-0.145,0.45799999999999996,7.425134188020047e-07,7.243884956811721e-07,7.455136214587422e-07,7.305011486261364e-07,8.034308836739769e-07,7.316384649295051e-07,2.854859589412112
HD142860,1,4.568564757267321,6428.912497788184,-0.10769821184029077,0.256075543776627,0.256075543776627,0.256075543776627,0.256075543776627,0.256075543776627,0.256075543776627,1.0,1.0,1.0,1.0,1.0,1.0,11.145558403435022,3.945599628279552,4.3935560393473585,3.874011859248413,3.9868697633166614,3.292542937268999,-0.115,-0.564,-0.065,-0.149,0.46399999999999997,7.461413753264626e-07,7.468588969643797e-07,7.611254274071e-07,7.411618715587332e-07,7.988105641771305e-07,7.465718883092128e-07,2.8987737644594267
HD182572,0,4.209603409195578,,0.320327671859439,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,14.905000157147812,5.309065139831442,6.10184837684604,5.245598136117839,5.348467934576529,4.446698774937067,-0.006,-0.19399999999999998,0.035,-0.021,0.21600000000000003,1.9223608742584084e-07,1.1013405352791412e-07,1.9625544741490187e-07,1.8796362012073835e-07,3.467220523206518e-07,1.4297486708708482e-07,0.9928021219817424
HD182572,1,4.116943894476707,,0.4916157783806493,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,14.899791409017295,5.309180545370245,6.110544565889252,5.244927646381605,5.350073569229653,4.443798558852233,0.013000000000000001,-0.174,0.054000000000000006,-0.002,0.23,1.8888121011233544e-07,1.0726132272270204e-07,1.929700529816749e-07,1.8442999180026088e-07,3.4319547343133675e-07,1.399092776785554e-07,0.9708360996494028
HD2151,0,3.782545718424757,5750.931618021729,-0.23161288942471567,0.2790516685000007,0.2790516685000007,0.2790516685000007,0.2790516685000007,0.2790516685000007,0.2790516685000007,1.0,1.0,1.0,1.0,1.0,1.0,7.466019936778814,2.9307434258123815,3.5455811571768865,2.8538476373786135,3.337871348214944,2.3674142313680613,-0.195,-0.8220000000000001,-0.141,-0.251,0.545,2.0453310166683666e-06,2.0683713416482717e-06,2.088920537244179e-06,1.480172854880126e-06,1.7381821356025848e-06,2.05915521165631e-06,3.5876196938190823
HD2151,1,3.83770782162252,5696.950857320117,-0.3039098618057377,0.26527313367597816,0.26527313367597816,0.26527313367597816,0.26527313367597816,0.26527313367597816,0.26527313367597816,1.0,1.0,1.0,1.0,1.0,1.0,7.4733470457971665,2.930337122994719,3.5493929698699382,2.856256584007502,3.2539473702698767,2.4013824545858817,-0.20800000000000002,-0.845,-0.155,-0.266,0.545,2.07074263528538e-06,2.105250536447262e-06,2.1113408041448433e-06,1.6213696022858568e-06,1.6846434308543318e-06,2.091447375982509e-06,3.6510372820135295
HD48737,0,3.5564685586104616,6425.591702096547,0.10377323075446046,0.24214572502045406,0.24214572502045406,0.24214572502045406,0.24214572502045406,0.24214572502045406,0.24214572502045406,1.0,1.0,1.0,1.0,1.0,1.0,18.40144889218685,3.4413592786100433,3.8651116205905347,3.386083057053288,3.5198147454655424,2.8430508738480897,-0.077,-0.528,-0.024,-0.11900000000000001,0.48700000000000004,1.1463500735981152e-06,1.1754829288788565e-06,1.148755891759583e-06,1.1084984149554227e-06,1.1831522258591762e-06,1.1638297867665598e-06,12.317782553458642
HD48737,1,3.899912565289086,6384.286960847321,-0.15584882979361178,0.20716753097418045,0.20716753097418045,0.20716753097418045,0.20716753097418045,0.20716753097418045,0.20716753097418045,1.0,1.0,1.0,1.0,1.0,1.0,18.465369231711275,3.4412128324869067,3.8601075484565484,3.385592734747776,3.526581726412651,2.8468146619434904,-0.10800000000000001,-0.547,-0.059000000000000004,-0.146,0.46799999999999997,1.1797115777979564e-06,1.201760582817374e-06,1.1869266489017611e-06,1.1293492923649838e-06,1.1998725277763848e-06,1.192940980809607e-06,12.713759029828472
HD82434,0,3.577154694634572,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,3.657622296305446,4.004474118339388,3.623562169321094,3.6970103721315293,3.194619987073462,,,,,,,,,,,,
HD82434,1,3.710683159615937,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,3.657674746583898,4.007238666288058,3.624787579930426,3.7032589500341087,3.189922186601702,,,,,,,,,,,,
HD61421,0,4.192163086651654,,-0.07561380099429477,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,3.541854161060218,,,,,,-0.037000000000000005,-0.21100000000000002,0.002,-0.05,0.188,,,,,,,
HD61421,1,4.7038581535031145,,0.17475229257905356,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,3.486374852424005,,,,,,-0.047,-0.257,-0.003,-0.057999999999999996,0.20600000000000002,,,,,,,
