bootstrap_i,duration_seconds,end_time,error_message,error_type,ldd_csv,n_e_pred_LDD_nan,n_ldd_targets,n_nights,n_pred_LDD_nan,n_result_files_after,n_result_files_before,n_result_files_created,n_sequences,n_visibility_files,start_time,status,traceback_file,txt_log,visibility_csv,visibility_pdf
0,496.825705,2026-06-23 19:29:33.606768,,,/home2/ihernand/Desktop/reach/results/26-06-23_i2/bootstrap_diagnostics_run_000/bootstrap_000_ldd_inputs.csv,1,84,16,1,26,26,0,22,26,2026-06-23 19:21:16.781063,OK,/home2/ihernand/Desktop/reach/results/26-06-23_i2/bootstrap_diagnostics_run_000/bootstrap_000_traceback.txt,/home2/ihernand/Desktop/reach/results/26-06-23_i2/bootstrap_diagnostics_run_000/bootstrap_000_log.txt,/home2/ihernand/Desktop/reach/results/26-06-23_i2/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_000_summary.csv,/home2/ihernand/Desktop/reach/results/26-06-23_i2/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_000.pdf
1,500.902721,2026-06-23 19:37:54.509978,,,/home2/ihernand/Desktop/reach/results/26-06-23_i2/bootstrap_diagnostics_run_000/bootstrap_001_ldd_inputs.csv,1,84,16,1,26,26,0,22,26,2026-06-23 19:29:33.607257,OK,/home2/ihernand/Desktop/reach/results/26-06-23_i2/bootstrap_diagnostics_run_000/bootstrap_001_traceback.txt,/home2/ihernand/Desktop/reach/results/26-06-23_i2/bootstrap_diagnostics_run_000/bootstrap_001_log.txt,/home2/ihernand/Desktop/reach/results/26-06-23_i2/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_001_summary.csv,/home2/ihernand/Desktop/reach/results/26-06-23_i2/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_001.pdf
