column,frac_nan,n_nan,n_total
index,0.0,0,14
STAR,0.0,0,14
HD,0.0,0,14
PERIOD,0.0,0,14
SEQUENCE,0.0,0,14
VIS2,0.0,0,14
e_VIS2,0.0,0,14
BASELINE,0.0,0,14
WAVELENGTH,0.0,0,14
LDD_FIT,0.07142857142857142,1,14
e_LDD_FIT,0.07142857142857142,1,14
C_SCALE,0.0,0,14
e_C_SCALE,0.0,0,14
SEQ_ORDER,0.0,0,14
U_LAMBDA,1.0,14,14
e_U_LAMBDA,1.0,14,14
S_LAMBDA,1.0,14,14
e_S_LAMBDA,1.0,14,14
UDD_FIT,0.07142857142857142,1,14
e_UDD_FIT,0.07142857142857142,1,14
C_SCALE_UDD,0.0,0,14
e_C_SCALE_UDD,0.0,0,14
