level_0,level_1,logg,teff,feh,u_lambda_0,u_lambda_1,u_lambda_2,u_lambda_3,u_lambda_4,u_lambda_5,s_lambda_0,s_lambda_1,s_lambda_2,s_lambda_3,s_lambda_4,s_lambda_5,Dist,Hpmag_dr,BTmag_dr,VTmag_dr,BPmag_dr,RPmag_dr,BC_Hp,BC_BT,BC_VT,BC_BP,BC_RP,f_bol_Hp,f_bol_BT,f_bol_VT,f_bol_BP,f_bol_RP,f_bol_final,L_star_final
HD222368,0,4.348342226788322,6324.3613879492,0.014997590845708078,0.2564807590203019,0.2564807590203019,0.2564807590203019,0.2564807590203019,0.2564807590203019,0.2564807590203019,1.0,1.0,1.0,1.0,1.0,1.0,13.677356520853495,4.236694982918483,4.720912371371857,4.156805496810822,4.261337916280155,3.5599861310838716,-0.111,-0.595,-0.057999999999999996,-0.15,0.491,5.685687439800588e-07,5.684549153111627e-07,5.828258099835892e-07,5.761370547215963e-07,6.090690372774899e-07,5.685004467787211e-07,3.324100693211057
HD222368,1,4.3418202531593915,6244.668324432142,-0.01124292480832658,0.25552987932655824,0.25552987932655824,0.25552987932655824,0.25552987932655824,0.25552987932655824,0.25552987932655824,1.0,1.0,1.0,1.0,1.0,1.0,13.634062258202,4.236958564999706,4.729256513262256,4.182031308022847,4.260040754026933,3.5561690561864427,-0.12,-0.625,-0.067,-0.162,0.501,5.731622101017032e-07,5.799070243395379e-07,5.741805162445316e-07,5.832364703602461e-07,6.05610438451614e-07,5.77209098644404e-07,3.3536886364406855
HD1581,0,3.9891340813535736,5882.507753082888,-0.37726892177985794,0.2824785399888339,0.2824785399888339,0.2824785399888339,0.2824785399888339,0.2824785399888339,0.2824785399888339,1.0,1.0,1.0,1.0,1.0,1.0,8.575117747840832,4.345035661592773,4.905120214581018,4.294946241146473,4.370903969322966,3.601474775858394,-0.183,-0.747,-0.132,-0.23199999999999998,0.519,5.498531406521422e-07,5.518396337743562e-07,5.493921860225027e-07,5.616934854159648e-07,5.713089981727209e-07,5.510450365254705e-07,1.2665032385147614
HD1581,1,3.8217404759358207,5852.3118023311235,-0.4025410999944195,0.30810828341656815,0.30810828341656815,0.30810828341656815,0.30810828341656815,0.30810828341656815,0.30810828341656815,1.0,1.0,1.0,1.0,1.0,1.0,8.61766617602559,4.343574966787064,4.895667470435931,4.29909143798252,4.368320938707799,3.6005506759917467,-0.187,-0.7559999999999999,-0.136,-0.237,0.521,5.526255853470244e-07,5.61298635499806e-07,5.493187200432194e-07,5.65630213016895e-07,5.707431452760867e-07,5.578294154386934e-07,1.2948509226116938
HD30652,0,4.019879721164784,6245.618184879886,-0.15777724828001666,0.23012213841382534,0.23012213841382534,0.23012213841382534,0.23012213841382534,0.23012213841382534,0.23012213841382534,1.0,1.0,1.0,1.0,1.0,1.0,8.026509786196026,3.2862421530820107,3.723922443945854,3.234304239630568,3.478552391091829,2.710519011448318,-0.125,-0.604,-0.07400000000000001,-0.165,0.488,1.3821784371053591e-06,1.4357935468099477e-06,1.3833729481072838e-06,1.2012683040837979e-06,1.3355291452212305e-06,1.414347502928112e-06,2.8480567088007205
HD30652,1,3.9494435362174336,6237.708605351938,-0.0868253178394189,0.2534066302272827,0.2534066302272827,0.2534066302272827,0.2534066302272827,0.2534066302272827,0.2534066302272827,1.0,1.0,1.0,1.0,1.0,1.0,8.01156313955624,3.286787622781198,3.7445963101387862,3.22803391690663,3.523528339713751,2.7233051097303362,-0.12,-0.608,-0.068,-0.162,0.496,1.375136866988129e-06,1.4139122285179672e-06,1.3837174182456447e-06,1.1493429566681118e-06,1.3102040294590157e-06,1.3984020839060318e-06,2.805469859978678
HD38393,0,3.9191804726170383,6480.519815393518,-0.19147331536184684,0.20071318938429614,0.20071318938429614,0.20071318938429614,0.20071318938429614,0.20071318938429614,0.20071318938429614,1.0,1.0,1.0,1.0,1.0,1.0,8.873998848036486,3.697213232883845,4.149804274024519,3.645017785087604,3.797240190385068,3.0437372827064766,-0.10300000000000001,-0.514,-0.054000000000000006,-0.13699999999999998,0.45,9.276319138095705e-07,8.927693358286268e-07,9.303660637952448e-07,8.729008140037526e-07,1.0175741400063045e-06,9.067143670210044e-07,2.2317639526880484
HD38393,1,4.268112032403325,6398.522508950621,-0.12719940661329124,0.2392731215206223,0.2392731215206223,0.2392731215206223,0.2392731215206223,0.2392731215206223,0.2392731215206223,1.0,1.0,1.0,1.0,1.0,1.0,8.893689225369016,3.6980923461423547,4.158802787918799,3.6364968417203087,3.8065648261464964,3.0420270449560323,-0.113,-0.56,-0.063,-0.149,0.467,9.354574459376198e-07,9.237189632927107e-07,9.455015343502975e-07,8.750543824472353e-07,1.003344690133611e-06,9.284143563506745e-07,2.2953280934897697
HD62644,0,3.5964657746828053,5465.635106372083,0.2056945069486781,0.3080298139813106,0.3080298139813106,0.3080298139813106,0.3080298139813106,0.3080298139813106,0.3080298139813106,1.0,1.0,1.0,1.0,1.0,1.0,23.049008576123956,5.186443583966142,5.95848403823502,5.1217279194454655,5.229849136344322,4.281542929987743,-0.239,-1.063,-0.17800000000000002,-0.316,0.602,2.667371711813491e-07,2.798126595376589e-07,2.676515771695955e-07,2.7511946615245027e-07,2.829070711711159e-07,2.7458246419513496e-07,4.559490577701803
HD62644,1,3.8041864776681757,5620.711857305104,0.13778456669632763,0.3037327014374481,0.3037327014374481,0.3037327014374481,0.3037327014374481,0.3037327014374481,0.3037327014374481,1.0,1.0,1.0,1.0,1.0,1.0,23.256745413047298,5.187278685022267,5.975044924875978,5.11976829206631,5.228589299704512,4.281928763399704,-0.205,-0.9470000000000001,-0.145,-0.27399999999999997,0.586,2.583149255530093e-07,2.476526643639188e-07,2.6010796888721905e-07,2.649874187831827e-07,2.870050042985272e-07,2.5191756883955504e-07,4.258879567945548
