bootstrap_i,duration_seconds,end_time,error_message,error_type,ldd_csv,n_e_pred_LDD_nan,n_ldd_targets,n_nights,n_pred_LDD_nan,n_result_files_after,n_result_files_before,n_result_files_created,n_sequences,n_visibility_files,start_time,status,traceback_file,txt_log,visibility_csv,visibility_pdf
0,11.861733,2026-08-06 15:49:33.841259,[Errno 2] No such file or directory: '/home2/ihernand/Desktop/reach/complete_sequences/2021-09-05_v3.94_abcd/PIONI.2021-09-05T06:04:30.054_oidata.fits',IOError,/home2/ihernand/Desktop/reach/results/26-08-06_i2/bootstrap_diagnostics_run_000/bootstrap_000_ldd_inputs.csv,1,84,16,1,0,88,0,23,88,2026-08-06 15:49:21.979526,FAILED,/home2/ihernand/Desktop/reach/results/26-08-06_i2/bootstrap_diagnostics_run_000/bootstrap_000_traceback.txt,/home2/ihernand/Desktop/reach/results/26-08-06_i2/bootstrap_diagnostics_run_000/bootstrap_000_log.txt,/home2/ihernand/Desktop/reach/results/26-08-06_i2/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_000_summary.csv,/home2/ihernand/Desktop/reach/results/26-08-06_i2/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_000.pdf
1,322.910224,2026-08-06 15:54:56.751800,,,/home2/ihernand/Desktop/reach/results/26-08-06_i2/bootstrap_diagnostics_run_000/bootstrap_001_ldd_inputs.csv,1,84,16,1,88,88,0,23,88,2026-08-06 15:49:33.841576,OK,/home2/ihernand/Desktop/reach/results/26-08-06_i2/bootstrap_diagnostics_run_000/bootstrap_001_traceback.txt,/home2/ihernand/Desktop/reach/results/26-08-06_i2/bootstrap_diagnostics_run_000/bootstrap_001_log.txt,/home2/ihernand/Desktop/reach/results/26-08-06_i2/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_001_summary.csv,/home2/ihernand/Desktop/reach/results/26-08-06_i2/bootstrap_diagnostics_run_000/visibility_plots/bootstrap_visibility_001.pdf
