HD_ID,Primary,Science,Sequence,SpT,SpT_simple,BTmag,e_BTmag,VTmag,e_VTmag,Jmag,e_Jmag,Kmag,e_Kmag,W1mag,e_W1mag,W3mag,e_W3mag,W4mag,e_W4mag,Plx,e_Plx,Plx_alt,e_Plx_alt,FeH_rel,e_FeH_rel,Quality,LDD_rel,Bmag,Vmag,eb_v,A_V,Bmag_dr,Vmag_dr,Hpmag_dr,BTmag_dr,VTmag_dr,BPmag_dr,RPmag_dr,Dist,e_Dist,V-K_calc,LDD_VK,e_LDD_VK,LDD_VW3,e_LDD_VW3,LDD_VW4,e_LDD_VW4,LDD_BV,e_LDD_BV,LDD_BV_feh,e_LDD_BV_feh,LDD_pred,e_LDD_pred,teff_casagrande,e_teff_casagrande,nan_outputs,probable_reason
HD32263,HR1618,False,Both,K2III,K2III,7.571000000000001,0.016,6.053,0.01,4.0760000000000005,0.29600000000000004,3.193,0.282,2.178,      ,2.987,0.015,2.958, 0.025,6.30699168,0.03755106,6.374209313,0.063521473,,,GOOD,LDD_VW3,7.1882320225226115,5.908251814087081,0.11998020843553037,0.37193864615014416,6.702417837505234,5.537515729598117,5.689946784806151,7.051298002063462,5.666679578381843,5.785616578381844,4.548566334802129,156.51922088588475,1.224688436848863,2.589445725646254,1.2826389540859895,0.05900139188795551,1.2047155196772048,0.06144049150353745,1.1919831872410902,0.08582278948135849,1.965550478594871,0.15331293733039994,,,1.2047155196772048,0.06144049150353745,,,LDD_BV_feh; e_LDD_BV_feh; teff_casagrande; e_teff_casagrande,Missing FeH_rel: Casagrande Teff or FeH-dependent LDD may be NaN
HD30519,HD30519,False,Faint,K2,K2,10.014,0.03,8.076,0.013000000000000001,4.96,0.021,3.8310000000000004,0.264,3.872, 0.331,3.859,0.013999999999999999,3.741, 0.026,2.664009999,0.020458207,2.65334951,0.036924599999999995,,,GOOD,LDD_VW3,9.488639564636166,7.879020262158419,0.2496193024777471,0.773819837681016,8.4779012138773,7.107702358812777,,8.93275791922034,7.2722588210617225,7.355248821061721,5.792766924748671,364.16473369148866,5.149083553246453,3.121365996842854,0.8598017119886746,0.03955087875147903,0.8581578202605201,0.043766048833286525,0.8785675571084971,0.06325686411181179,2.8901187574280605,0.2254292630793887,,,0.8581578202605201,0.043766048833286525,,,Hpmag_dr; LDD_BV_feh; e_LDD_BV_feh; teff_casagrande; e_teff_casagrande,Missing FeH_rel: Casagrande Teff or FeH-dependent LDD may be NaN
HD30507,HD30507,False,Faint,K5,K5,9.074,0.018000000000000002,7.268,0.011000000000000001,4.75,0.24,3.697,0.256,3.451, 0.457,3.3689999999999998,0.012,3.321, 0.022,3.961297917,0.019652126000000002,3.926422034,0.038820402999999996,,,GOOD,LDD_VW3,8.59496937560902,7.089200066518443,-0.09423069090942304,-0.29211514181921144,8.976520690652652,7.3803707340975135,7.528284980839703,9.482166304852536,7.571410376729419,7.657210676729419,5.793514024419921,247.3228588463668,2.349388611513044,3.090031730636483,0.7440429814686451,0.03422597714755767,1.1512007683083703,0.05871123918372688,1.1141246456119756,0.08021697448406223,15.519495418278156,1.2105206426256963,,,1.1512007683083703,0.05871123918372688,,,LDD_BV_feh; e_LDD_BV_feh; teff_casagrande; e_teff_casagrande,Missing FeH_rel: Casagrande Teff or FeH-dependent LDD may be NaN
HD30545,HR1534,False,Bright,K0III,K0III,7.58,0.015,6.162999999999999,0.01,3.9560000000000004,0.228,3.138,0.218,2.609,      ,3.2889999999999997,0.013000000000000001,3.22, 0.017,3.648022252,0.037478500000000005,3.69194612,0.067819776,,,GOOD,LDD_VW3,7.2312671060803435,6.02827286825924,0.2029942378211036,0.6292821372454211,6.409319207371084,5.401025342313692,5.546208244723914,6.700717388802343,5.509385370023394,5.637979870023394,4.581145262611246,268.09491537585603,3.5891685624076106,2.1595694511810417,1.0519438141765858,0.04838941545212294,1.0080346553445554,0.05140976742257232,1.0219832975103038,0.07358279742074188,1.1774385896917803,0.09184020999595885,,,1.0080346553445554,0.05140976742257232,,,LDD_BV_feh; e_LDD_BV_feh; teff_casagrande; e_teff_casagrande,Missing FeH_rel: Casagrande Teff or FeH-dependent LDD may be NaN
HD33419,HR1681,False,Bright,K1III,K1III,7.515,0.016,6.225,0.01,4.388999999999999,0.23199999999999998,3.6919999999999997,0.284,3.654, 0.381,3.602,0.013000000000000001,3.5389999999999997, 0.024,8.763768255,0.04044942,8.740792691000001,0.055434316,,,GOOD,LDD_VW3,7.205042294355018,6.101957800944089,0.033084493410928895,0.10256192957387958,7.0710792315072,5.9997274772565,6.167398135338371,7.371692386597936,6.1184723017221545,6.242132301722155,5.064503531108316,113.04840587868192,0.6671516059909504,2.451960047268598,0.9536534938547959,0.04386806071732061,0.8952778686831971,0.04565917130284305,0.9035858740015357,0.06505818292811057,1.099499454567218,0.085760957456243,,,0.8952778686831971,0.04565917130284305,,,LDD_BV_feh; e_LDD_BV_feh; teff_casagrande; e_teff_casagrande,Missing FeH_rel: Casagrande Teff or FeH-dependent LDD may be NaN
HD38579,HD38579,False,Faint,K1/2III,K1III,8.693,0.015,7.184,0.009000000000000001,5.325,0.24600000000000002,4.152,0.033,4.145, 0.263,4.1,0.013999999999999999,4.048, 0.025,3.355202839,0.016746825,3.272296327,0.027246592000000004,,,GOOD,LDD_VW3,8.313093480146922,7.04012435503477,0.20296912511215148,0.6292042878476696,7.491247265793709,6.412954426782285,6.55838984376808,7.813826166118087,6.530466229628798,6.657744529628799,5.5465314132135175,290.9342412538372,3.1323028187524136,2.292246932636442,0.7155001026654194,0.032913004722609294,0.7064305986712901,0.036027960532235795,0.7091615147172055,0.051059629059638796,0.9317310110751559,0.07267501886386216,,,0.7064305986712901,0.036027960532235795,,,LDD_BV_feh; e_LDD_BV_feh; teff_casagrande; e_teff_casagrande,Missing FeH_rel: Casagrande Teff or FeH-dependent LDD may be NaN
HD39913,HD39913,False,Faint,K4III,K4III,9.798,0.021,7.9670000000000005,0.011000000000000001,5.402,0.256,4.0569999999999995,0.036000000000000004,4.013999999999999, 0.296,3.971,0.013000000000000001,3.883, 0.021,1.77082672,0.016854461,1.705941886,0.039655578999999996,,,GOOD,LDD_VW3,9.310440259173214,7.784621713221573,0.1298661649992603,0.4025851114977069,8.784596656023043,7.383338250330323,,9.235476344686154,7.548848104194573,7.630289104194573,6.053126263363036,539.715878017994,10.793869934195797,3.132547469199103,0.7624669496859643,0.035073479685554354,0.8270173119461995,0.04217788290925618,0.8300837589706114,0.05976603064588402,3.136858523199733,0.24467496480957915,,,0.8270173119461995,0.04217788290925618,,,Hpmag_dr; LDD_BV_feh; e_LDD_BV_feh; teff_casagrande; e_teff_casagrande,Missing FeH_rel: Casagrande Teff or FeH-dependent LDD may be NaN
HD40235,HR2090,False,Faint,K0III,K0III,7.726,0.015,6.48,0.009000000000000001,4.832,0.27399999999999997,4.04,0.23600000000000002,3.844, 0.327,3.827,0.016,3.775, 0.027,6.861242602000001,0.018749889,6.835059424,0.026005564,,,GOOD,LDD_VW3,7.430288018899596,6.361351112895486,0.06893690600410984,0.2137044086127405,7.151154258051015,6.1483376589100285,6.309502435721226,7.427395353041496,6.258032269323244,6.3860020693232435,5.254498095547525,144.02492571870528,0.7873008947358809,2.337826664042955,0.8309174865311082,0.038222204380430974,0.8016682574678198,0.0408850811308588,0.8047283859465448,0.057940443788151226,0.8208754098565012,0.0640282819688071,,,0.8016682574678198,0.0408850811308588,,,LDD_BV_feh; e_LDD_BV_feh; teff_casagrande; e_teff_casagrande,Missing FeH_rel: Casagrande Teff or FeH-dependent LDD may be NaN
HD64181,HR3069,False,Both,G6III,G6III,7.587999999999999,0.015,6.557,0.01,4.9110000000000005,0.21600000000000003,4.346,0.026000000000000002,4.309, 0.370,4.314,0.016,4.274, 0.027,5.3656934110000005,0.13545476,4.197878118999999,0.16800158399999998,,,GOOD,LDD_VW3,7.360007915447233,6.456446867042165,0.010619871934479996,0.03292160299688799,7.317006786376761,6.423631707024511,6.579692715235375,7.541999340940092,6.522805415270106,6.636443415270106,5.594121426329403,183.56392780489386,4.697742543504965,2.160643272472016,0.6572862795439094,0.030235168859019827,0.6286119227265426,0.03205920805905367,0.627220289159107,0.0451598608194557,0.5420673669639067,0.042281254623184716,,,0.6286119227265426,0.03205920805905367,,,LDD_BV_feh; e_LDD_BV_feh; teff_casagrande; e_teff_casagrande,Missing FeH_rel: Casagrande Teff or FeH-dependent LDD may be NaN
HD61574,HD61574,False,Faint,K2/3III,K2III,9.738999999999999,0.021,8.122,0.012,5.595,0.023,4.769,0.016,4.6930000000000005, 0.248,4.7010000000000005,0.013999999999999999,4.638, 0.026,1.968803535,0.089352,2.225204624,0.11395974699999999,,,GOOD,LDD_VW3,9.323411829804156,7.9658424561137675,0.19756937369038874,0.6124650584402052,8.523429853482082,7.355357635558805,7.489035324647562,8.883215537072202,7.485852715892569,7.601054715892569,6.358942460949781,487.61374892012753,22.647594109954994,2.6075423008608225,0.5614489612874719,0.025826652219223707,0.5522205099573397,0.028163246007824324,0.5557036517857499,0.040010662928574,0.8628366889712098,0.06730126173975436,,,0.5522205099573397,0.028163246007824324,,,LDD_BV_feh; e_LDD_BV_feh; teff_casagrande; e_teff_casagrande,Missing FeH_rel: Casagrande Teff or FeH-dependent LDD may be NaN
