level_0,level_1,logg,teff,feh,u_lambda_0,u_lambda_1,u_lambda_2,u_lambda_3,u_lambda_4,u_lambda_5,s_lambda_0,s_lambda_1,s_lambda_2,s_lambda_3,s_lambda_4,s_lambda_5,Dist,Hpmag_dr,BTmag_dr,VTmag_dr,BPmag_dr,RPmag_dr,BC_Hp,BC_BT,BC_VT,BC_BP,BC_RP,f_bol_Hp,f_bol_BT,f_bol_VT,f_bol_BP,f_bol_RP,f_bol_final,L_star_final
HD222368,0,4.171332138804146,6268.884201841947,-0.15652743737486136,0.24614394448390312,0.24614394448390312,0.24614394448390312,0.24614394448390312,0.24614394448390312,0.24614394448390312,1.0,1.0,1.0,1.0,1.0,1.0,13.628786075892922,4.238065807256324,4.733200902781691,4.184176930155984,4.2638401832819985,3.5531353892488067,-0.125,-0.601,-0.075,-0.16399999999999998,0.484,5.752208926837739e-07,5.651719685392685e-07,5.772849062988573e-07,5.822706523630334e-07,6.168887055548747e-07,5.691915381970707e-07,3.3045460615917315
HD222368,1,4.4626070272556975,6371.239567527519,0.031955679276942206,0.24975855682151915,0.24975855682151915,0.24975855682151915,0.24975855682151915,0.24975855682151915,0.24975855682151915,1.0,1.0,1.0,1.0,1.0,1.0,13.616422335099815,4.237696262149921,4.72983109430547,4.185466878467734,4.259274760575727,3.5505291911707832,-0.107,-0.583,-0.054000000000000006,-0.145,0.486,5.659557410761726e-07,5.57607410620814e-07,5.65554188666297e-07,5.745807480701317e-07,6.172332286175807e-07,5.609467428029574e-07,3.2507732885377014
HD1581,0,3.7127406762663195,5914.103875852746,-0.3270263999420697,0.2593099244706169,0.2593099244706169,0.2593099244706169,0.2593099244706169,0.2593099244706169,0.2593099244706169,1.0,1.0,1.0,1.0,1.0,1.0,8.61191674873493,4.344397193254492,4.855635943251019,4.281126354633968,4.369112955063651,3.598801586890251,-0.172,-0.728,-0.121,-0.222,0.52,5.446306738235935e-07,5.67553227005649e-07,5.508209282732958e-07,5.574626726559398e-07,5.721901006404191e-07,5.583842057328268e-07,1.2944098125536707
HD1581,1,3.7579459357414,6051.2519423295635,-0.5907570968675347,0.2392982535172793,0.2392982535172793,0.2392982535172793,0.2392982535172793,0.2392982535172793,0.2392982535172793,1.0,1.0,1.0,1.0,1.0,1.0,8.610270992030197,4.344064979174512,4.867696021958898,4.278961362854088,4.368728132968072,3.601014282924949,-0.17,-0.6559999999999999,-0.12300000000000001,-0.21100000000000002,0.483,5.437947156163383e-07,5.252699617981593e-07,5.529379900255154e-07,5.520389503713205e-07,5.908200995351051e-07,5.326798633254309e-07,1.23435177396614
HD30652,0,4.20027767299005,6465.567804006774,0.010124078295655484,0.2263758503101542,0.2263758503101542,0.2263758503101542,0.2263758503101542,0.2263758503101542,0.2263758503101542,1.0,1.0,1.0,1.0,1.0,1.0,8.013643568594558,3.286613374218192,3.7397771634038928,3.2192448793203354,3.5410054521680063,2.7101460880771455,-0.096,-0.537,-0.044000000000000004,-0.132,0.469,1.3452891047928984e-06,1.330301587299202e-06,1.3644669569754914e-06,1.1001674555222823e-06,1.3595730254876309e-06,1.3362965942966804e-06,2.6822665325267656
HD30652,1,4.2479311333761025,6353.611057471721,0.1519412173563023,0.2637293035738782,0.2637293035738782,0.2637293035738782,0.2637293035738782,0.2637293035738782,0.2637293035738782,1.0,1.0,1.0,1.0,1.0,1.0,8.015322411633296,3.2855039163475133,3.711346283926937,3.212068842202095,3.5337856447451657,2.711299017931145,-0.096,-0.5870000000000001,-0.040999999999999995,-0.13699999999999998,0.5,1.3466644889926511e-06,1.4299552977400207e-06,1.3697251742579182e-06,1.1126196269005449e-06,1.3199010290782539e-06,1.3966389742410726e-06,2.8045628380258214
HD38393,0,4.470182550849959,6315.893661736306,-0.03761016914396245,0.26310157276675616,0.26310157276675616,0.26310157276675616,0.26310157276675616,0.26310157276675616,0.26310157276675616,1.0,1.0,1.0,1.0,1.0,1.0,8.896000532325472,3.6971524221801344,4.167539608499824,3.6211132447155716,3.8045726555394146,3.0428103107933318,-0.11699999999999999,-0.601,-0.065,-0.156,0.488,9.397233230418894e-07,9.515796179565674e-07,9.607616885316008e-07,8.823317605164385e-07,9.83415049897138e-07,9.468370999906962e-07,2.3420916858374325
HD38393,1,4.6450141870455885,6367.1979677903455,-0.12510053656235812,0.2491458829740359,0.2491458829740359,0.2491458829740359,0.2491458829740359,0.2491458829740359,0.2491458829740359,1.0,1.0,1.0,1.0,1.0,1.0,8.902083584509136,3.6980088034987535,4.16088136152362,3.6213478390250247,3.8000144989887223,3.04181489232933,-0.122,-0.5870000000000001,-0.071,-0.157,0.473,9.433165483964837e-07,9.451667387610378e-07,9.65877032247058e-07,8.868602198590061e-07,9.980102867747616e-07,9.444266626152161e-07,2.3393252049137874
HD62644,0,3.771744494323706,5416.502956037171,-0.14858879223737065,0.3068435084377157,0.3068435084377157,0.3068435084377157,0.3068435084377157,0.3068435084377157,0.3068435084377157,1.0,1.0,1.0,1.0,1.0,1.0,23.86610574760146,5.187480530410806,5.992238699195764,5.130166209189077,5.22855470590571,4.278004061184057,-0.262,-1.0390000000000001,-0.20600000000000002,-0.335,0.578,2.721878671329876e-07,2.653172547352067e-07,2.7251755947041425e-07,2.803103232841783e-07,2.901745704128311e-07,2.6806549969431907e-07,4.772468493407837
HD62644,1,3.6049085373433307,5660.4466709060525,-0.046823288398282405,0.30310207493667984,0.30310207493667984,0.30310207493667984,0.30310207493667984,0.30310207493667984,0.30310207493667984,1.0,1.0,1.0,1.0,1.0,1.0,23.041689934766218,5.186780012334654,5.996178191852421,5.117031869259039,5.230191459755185,4.27750951059161,-0.203,-0.894,-0.145,-0.267,0.568,2.5795798134829513e-07,2.3130749103812236e-07,2.6076435583845307e-07,2.628962496618671e-07,2.9299294994681976e-07,2.4196768716219147e-07,4.015365238975802
