fraction_vis2_above_one,has_vis2_above_one,max_baseline_m,max_night,max_point_id,max_telescope_pair,max_vis2_corrected,max_wavelength_index,max_wavelength_um,n_finite_vis2_points,n_vis2_above_one,percent_vis2_above_one,period,point_ids_vis2_above_one,sequence,star
0.027777777777777776,True,37.757073241935,2022-02-25,P31,3-4,1.017506131864511,1,1.580999992256693,72,2,2.7777777777777777,106,P31;P32,bright,ksi_Gem
0.013888888888888888,True,78.4029849150264,2022-02-28,P71,3-4,1.0182632126796964,5,1.7730000081428443,72,1,1.3888888888888888,106,P71,faint,ksi_Gem
