column,frac_nan,n_nan,n_total
index,0.0,0,22
STAR,0.0,0,22
HD,0.0,0,22
PERIOD,0.0,0,22
SEQUENCE,0.0,0,22
VIS2,0.0,0,22
e_VIS2,0.0,0,22
BASELINE,0.0,0,22
WAVELENGTH,0.0,0,22
LDD_FIT,0.045454545454545456,1,22
e_LDD_FIT,0.045454545454545456,1,22
C_SCALE,0.0,0,22
e_C_SCALE,0.0,0,22
SEQ_ORDER,0.0,0,22
U_LAMBDA,1.0,22,22
e_U_LAMBDA,1.0,22,22
S_LAMBDA,1.0,22,22
e_S_LAMBDA,1.0,22,22
UDD_FIT,0.045454545454545456,1,22
e_UDD_FIT,0.045454545454545456,1,22
C_SCALE_UDD,0.0,0,22
e_C_SCALE_UDD,0.0,0,22
